group_key,group_name,company_name,websites,wko_url,states_seen,addresses,process_fit_class,process_fit_reason,size_class,size_confidence,stage3_scope,management,owners,ultimate_owner,ownership_structure,ownership_type,primary_dm,primary_dm_roles,owner_confidence,owner_source_urls,owner_review_note
Pusta & Partner HausverwaltungsGmbH,Pusta & Partner HausverwaltungsGmbH,Pusta & Partner HausverwaltungsGmbH,https://www.pusta-partner.at/ | https://www.pusta-partner.at/,https://firmen.wko.at/pusta-und-partner-hausverwaltungsgmbh-immobilientreuh%c3%a4nder-verwalter/wien/?firmaid=a1db2e73-f7c0-43f0-9b66-ab991ef0bd7b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Glasergasse 10 1090 Wien,PRIMARY_CORE,existing agent-first core target,D_CORE_RECALL_11_30,high,MAIN,Bester Service [Partner]; Generationen Jung [Partner]; Sachen Servicequalität [Partner]; Nutzungsbedingungen HP Name Senden [Partner]; Um Ihnen [Partner]; Wenn Sie [Management]; Leistungen Kurz [Partner]; Allgemeine Verwaltung [Partner]; Fixe Betreuerteams Jede Liegenschaft [Partner]; ÖSTERREICHS BESTE IMMOBILIENPROFIS [Partner],Service Qualitätsgarantie (); Neukunden Sollte (); Digitaler Zwilling Wir (); Dieses Service (); ÖSTERREICHS BESTE IMMOBILIENPROFIS (); Größere Instandhaltungsarbeiten (); Sie Hausversammlungen (); Miete Ich (); Kompetenz Mag (); Prozessoptimierung Mitgliedschaften Fellow (),Service Qualitätsgarantie; Neukunden Sollte; Digitaler Zwilling Wir; Dieses Service,"Public sources identify owner/shareholder names, but complete share percentages were not safely established.",PARTNER_OWNED,Service Qualitätsgarantie; Neukunden Sollte,Owner/Gesellschafter; Owner/Gesellschafter,MEDIUM_HIGH,https://pusta-partner.at/ | https://pusta-partner.at/ | https://pusta-partner.at/ | https://pusta-partner.at/ | https://pusta-partner.at/ | https://pusta-partner.at/ | https://pusta-partner.at/leistungen/ | https://pusta-partner.at/leistungen/ | https://pusta-partner.at/leistungen/ | https://pusta-partner.at/leistungen/ | https://pusta-partner.at/leistungen/ | https://pusta-partner.at/leistungen/ | https://pusta-partner.at/leistungen/ | https://pusta-partner.at/service-downloads/ | https://pusta-partner.at/service-downloads/ | https://pusta-partner.at/service-downloads/,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
Venta Immobilien Service GmbH,Venta Immobilien Service GmbH,Venta Immobilien Service GmbH,,https://firmen.wko.at/venta-immobilien-service-gmbh/steiermark/?firmaid=07639a24-aa67-4fa3-b85b-dcad9eeeb5b0&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,steiermark,Jakominiplatz 12 8010 Graz,PRIMARY_CORE,existing agent-first core target,D_CORE_RECALL_11_30,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
"""Die Kärntner""-Wohnbau und Hausverwaltungsgesellschaft m.b.H.","""Die Kärntner""-Wohnbau und Hausverwaltungsgesellschaft m.b.H.","""Die Kärntner""-Wohnbau und Hausverwaltungsgesellschaft m.b.H.",,https://firmen.wko.at/%22die-k%c3%a4rntner%22-wohnbau-und-hausverwaltungsgesellschaft-mbh/k%c3%a4rnten/?firmaid=12ff5b5a-8740-4bb8-8e23-85715b6c83a9&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,kärnten,Moritschstraße 11 9500 Villach,PRIMARY_CORE,existing agent-first core target,D_CORE_RECALL_11_30,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
Colliers Austria,COLLIERS Immobilienverwaltung GmbH,COLLIERS Immobilienverwaltung GmbH,https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services,https://firmen.wko.at/colliers-immobilienverwaltung-gmbh/wien/?firmaid=75f91559-31fe-4a99-94c3-5e0d5534bb38&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Goldschmiedgasse 6 1010 Wien,PRIMARY_CORE,existing agent-first core target,B_CORE_30_PLUS_GROUP,high,MAIN,Philip Engel [Management]; E-Mail Ronald [Partner]; Georg Muzicant [Geschäftsführer]; E-Mail Seit Juli [Managing Partner]; Nicole Zimmel [Geschäftsführung]; Prof Dr Thomas Keppert [Management]; Im März [Geschäftsführer]; Neuigkeiten EMEA-Führung Globale Führung [Vorstand]; Investor Relations [Vorstand]; Vorstand Research News Empfohlener [Vorstand],Philip Engel Geschäftsführender Gesellschafter (); Philip Engel (); E-Mail Ronald Leitner (); Gesellschafter Teil (); Jahren kontinuierlich eine durchschnittliche (20.0),Philip Engel Geschäftsführender Gesellschafter; Philip Engel; E-Mail Ronald Leitner; Gesellschafter Teil,"Public sources identify owner/shareholder names, but complete share percentages were not safely established.",PARTNER_OWNED,Philip Engel Geschäftsführender Gesellschafter; Philip Engel,Owner/Gesellschafter; Owner/Gesellschafter,MEDIUM_HIGH,https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/dienstleistungen/property-management-services | https://www.colliers.com/de-at/about,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
IG Immobilien Management GmbH,IG Immobilien Management GmbH,IG Immobilien Management GmbH,http://www.ig-immobilien.com/ | http://www.ig-immobilien.com/,https://firmen.wko.at/ig-immobilien-management-gmbh/wien/?firmaid=c4d3400e-4a70-4a48-845a-99d6d37c175f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Olympiaplatz 2 1020 Wien,PRIMARY_CORE,existing agent-first core target,A_CORE_30_PLUS_DIRECT,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
Leitgöb Wohnbau group,Leitgöb Hausverwaltung GmbH,Leitgöb Hausverwaltung GmbH,,https://firmen.wko.at/leitg%c3%b6b-hausverwaltung-gmbh/salzburg/?firmaid=0d349152-ab87-43fc-8530-6ccc2e0a8a6d&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,salzburg,Färberstraße 6 5760 Saalfelden | Innsbrucker Bundesstraße 85 5020 Salzburg,PRIMARY_CORE,existing agent-first core target,B_CORE_30_PLUS_GROUP,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
RES Immobilienverwaltung GmbH,RES Immobilienverwaltung GmbH,RES Immobilienverwaltung GmbH,http://www.res.at/ | http://www.res.at/,https://firmen.wko.at/res-immobilienverwaltung-gmbh-res-immobilienverwaltung-gmbh/wien/?firmaid=65a232ee-baac-4ccf-a4fa-d120bd2ac7ec&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Gaudenzdorfer Gürtel 47 1120 Wien,PRIMARY_CORE,existing agent-first core target,D_CORE_RECALL_11_30,high,MAIN,Ihre Immobilie [Partner]; Kaufmännische Sorgfalt [Partner],ZINSHAUS-VERWALTUNG Erfahren Sie (),ZINSHAUS-VERWALTUNG Erfahren Sie,"Public sources identify owner/shareholder names, but complete share percentages were not safely established.",PARTNER_OWNED,ZINSHAUS-VERWALTUNG Erfahren Sie,Owner/Gesellschafter,MEDIUM_HIGH,https://www.res.at/ | https://www.res.at/ | https://www.res.at/,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
Weinberger Biletti Immobilien Graz GmbH,Weinberger Biletti Immobilien Graz GmbH,Weinberger Biletti Immobilien Graz GmbH,http://www.weinberger-biletti.at/ | http://www.weinberger-biletti.at/,https://firmen.wko.at/weinberger-biletti-immobilien-graz-gmbh-immobilienverwaltung/steiermark/?firmaid=58454438-1735-4e38-9836-6164e061238a&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,steiermark,Hans-Sachs-Gasse 14 8010 Graz,PRIMARY_CORE,existing agent-first core target,C_CORE_20_PLUS_RANGE,high,MAIN,MANAGEMENT TEAM Mag [Geschäftsführung]; Notruf Nummer [Partner]; ÜBER Hausverwalter [Geschäftsführung]; Im Vordergrund [Geschäftsführung],,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,Im Vordergrund; MANAGEMENT TEAM Mag; ÜBER Hausverwalter,Geschäftsführung; Geschäftsführung; Geschäftsführung,MEDIUM_HIGH,https://www.weinberger-biletti.at/ | https://www.weinberger-biletti.at/ | https://www.weinberger-biletti.at/team.html | https://www.weinberger-biletti.at/team.html,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
"""Hausverwaltung Franz Dangl"" Gesellschaft m.b.H.","""Hausverwaltung Franz Dangl"" Gesellschaft m.b.H.","""Hausverwaltung Franz Dangl"" Gesellschaft m.b.H.",http://www.franz-dangl-gmbh.at/ | http://www.franz-dangl-gmbh.at/,https://firmen.wko.at/%22hausverwaltung-franz-dangl%22-gesellschaft-mbh/wien/?firmaid=4bb67eff-2c49-4cd4-a76f-0eed2ae01bdf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Martinstraße 2 1180 Wien,PRIMARY_CORE,existing agent-first core target,D_CORE_RECALL_11_30,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
convival Immobilien GmbH,convival Immobilien GmbH,convival Immobilien GmbH,,https://firmen.wko.at/convival-immobilien-gmbh/wien/?firmaid=3547dbe5-5bd0-48b7-be8d-ee0ca80b0044&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Hietzinger Hauptstraße 66/2 1130 Wien,PRIMARY_CORE,existing agent-first core target,D_CORE_RECALL_11_30,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
Immobilien Treuhand Hanke & Bodner KG,Immobilien Treuhand Hanke & Bodner KG,Immobilien Treuhand Hanke & Bodner KG,https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/,https://firmen.wko.at/immobilien-treuhand-hanke-und-bodner-kg/k%c3%a4rnten/?firmaid=b243c568-5e0c-4d69-845d-088ae10a693a&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,kärnten,Taurergasse 11 9800 Spittal/Drau,PRIMARY_CORE,existing agent-first core target,D_CORE_RECALL_11_30,high,MAIN,Sabrina Koch Objektmanagemant [Geschäftsführung]; Brigitte Hattenberg [Geschäftsführung]; Brigitte Hattenberger Objektmanagement [Geschäftsführung]; Annalena Berger Objektmanagement [Geschäftsführung],Zahlungsrückständen Betriebskostenoptimierung (); Bewirtschaftungskosten Erstellung (); Nachkontrolle Erstellung (); Finanzamt Flexibilität (); Eigentümer Einholung (); Ihrer Nähe (); Zurück ACHTUNG VIRUS (),Zahlungsrückständen Betriebskostenoptimierung; Bewirtschaftungskosten Erstellung; Nachkontrolle Erstellung; Finanzamt Flexibilität,"Public sources identify owner/shareholder names, but complete share percentages were not safely established.",PARTNER_OWNED,Zahlungsrückständen Betriebskostenoptimierung; Bewirtschaftungskosten Erstellung,Owner/Gesellschafter; Owner/Gesellschafter,MEDIUM_HIGH,https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
LIM group,LIM-MANAGEMENT GmbH,LIM-MANAGEMENT GmbH,http://www.lim-management.at/ | http://www.lim-management.at/,https://firmen.wko.at/lim-management-gmbh-immobilienverwaltung/wien/?firmaid=010eeb90-7e9f-41ce-b393-6ee8d3c325f3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Albertgasse 1A/12 1080 Wien,PRIMARY_CORE,existing agent-first core target,B_CORE_30_PLUS_GROUP,high,MAIN,Clemens Limberg [Management]; Merian Immobilienverwaltung Mag [Geschäftsführung]; Kristina Okruch [Geschäftsführung]; BSc Buchhaltung Emina Sabanovic [Geschäftsführung]; Umair Saddique Assistenz Buchhaltung [Geschäftsführung]; David Sapina Immobilienverwaltung Carolina [Geschäftsführung]; Schlosser Immobilienverwaltung [Management]; Immobilienverwaltung Dr [Geschäftsführung]; Alexander Weichselbaumer Immobilienverwaltung [Geschäftsführung]; Pflichtfelder Express Mein Schuh [Geschäftsführung],In Wahrheit (); Ihren Immobilien (); Pizza Senza Danza Vol (); III Baumhaftung (); Top Hausverwalter (); Altbau Teil (); Mehr Platz (); Drei Beispiele (); Beispiel Eine Wohnungseigentümergemeinschaft (); Beispiel Ein Wohnungseigentümer (),In Wahrheit; Ihren Immobilien; Pizza Senza Danza Vol; III Baumhaftung,"Public sources identify owner/shareholder names, but complete share percentages were not safely established.",PARTNER_OWNED,In Wahrheit; Ihren Immobilien,Owner/Gesellschafter; Owner/Gesellschafter,MEDIUM_HIGH,https://www.lim-management.at/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/ | https://www.lim-management.at/ | https://www.lim-management.at/ | https://www.lim-management.at/ | https://www.lim-management.at/ | https://www.lim-management.at/ | https://www.lim-management.at/ | https://www.lim-management.at/ueber-uns/,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
Sabo+Mandl & Tomaschek Immobilien GmbH,Sabo+Mandl & Tomaschek Immobilien GmbH,Sabo+Mandl & Tomaschek Immobilien GmbH,https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/,https://firmen.wko.at/sabomandl-und-tomaschek-immobilien-gmbh/wien/?firmaid=2dc15e46-bd71-4b0c-9b35-5e3feaac897c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Puchsbaumgasse 1C/7/2.OG 1100 Wien,PRIMARY_CORE,existing agent-first core target,A_CORE_30_PLUS_DIRECT,high,MAIN,Konferenzräume Bewerten Sie [Partner]; Sachen Hausverwaltung [Partner]; Ihr Ansprechpartner [Partner]; Ihre Immobilie [Partner]; Ihr Eigentum [Partner]; Thomas Malloth [Management],Ihre Immobilie (); Eine Verwendung (); Haftung Sämtliche Texte (); Mediengesetz Dienstanbieter (),Ihre Immobilie; Eine Verwendung; Haftung Sämtliche Texte; Mediengesetz Dienstanbieter,"Public sources identify owner/shareholder names, but complete share percentages were not safely established.",PARTNER_OWNED,Ihre Immobilie; Eine Verwendung,Owner/Gesellschafter; Owner/Gesellschafter,MEDIUM_HIGH,https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/impressum/ | https://www.smt-immobilien.at/impressum/ | https://www.smt-immobilien.at/impressum/,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
WESIAK group,WESIAK Gesellschaft m.b.H.,WESIAK Gesellschaft m.b.H.,http://www.wesiak.com/ | http://www.wesiak.com/,https://firmen.wko.at/wesiak-gesellschaft-mbh-wwesiak-gesellschaft-mbh/steiermark/?firmaid=df2b5e51-b25e-4524-b0fc-20ab91bb85d1&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,steiermark,Stubenberggasse 5 8010 Graz,PRIMARY_CORE,existing agent-first core target,B_CORE_30_PLUS_GROUP,high,MAIN,Eintritt Timur Jelinek [Geschäftsführer]; Standort Klagenfurt Präsenz [Geschäftsführer]; Heute Größter Althaussanierer [Management]; Hand Entwickeln [Partner]; Regionale Verwurzelung Graz [Partner]; Vertrauen Transparente Beratung [Partner]; Werterhalt Wir [Partner]; Mastermind Obwohl [Management]; Timur Jelinek [Geschäftsführer]; Birgit Kerngast Prokuristin [Geschäftsführer],,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,Astrid Stoiser-Muster Büroleitung; Birgit Kerngast Prokuristin; Eintritt Timur Jelinek,Geschäftsführung; Geschäftsführer; Geschäftsführer,MEDIUM_HIGH,https://www.wesiak.com/ueber-uns | https://www.wesiak.com/ueber-uns | https://www.wesiak.com/ueber-uns | https://www.wesiak.com/ueber-uns | https://www.wesiak.com/ueber-uns | https://www.wesiak.com/ueber-uns | https://www.wesiak.com/ueber-uns | https://www.wesiak.com/ueber-uns,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
CBRE GWS Austria GmbH,CBRE GWS Austria GmbH,CBRE GWS Austria GmbH,,https://firmen.wko.at/cbre-gws-austria-gmbh/tirol/?firmaid=5a15c029-6f74-46ae-9744-690c59c0627a&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,tirol | wien,Biochemiestraße 4 6250 Kundl | Am Belvedere 10/13 1100 Wien,ADD_TO_SALES_POOL,large facility/property services operator with recurring property back-office,E_ADJACENT_30_PLUS,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
HÖS Heimat Österreich Service GesmbH,HÖS Heimat Österreich Service GesmbH,HÖS Heimat Österreich Service GesmbH,,https://firmen.wko.at/h%c3%96s-heimat-%c3%96sterreich-service-gesmbh/salzburg/?firmaid=60b9d09f-16e8-4f20-8463-0305e579475c&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,salzburg,Frauenbachweg 5 5102 Anthering,PRIMARY_CORE,existing agent-first core target,A_CORE_30_PLUS_DIRECT,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
KIBB Immobilien GmbH,KIBB Immobilien GmbH,KIBB Immobilien GmbH,,https://firmen.wko.at/kibb-immobilien-gmbh/wien/?firmaid=1abea1f8-b61b-405a-873a-22e8ad6430bf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,"Bruno-Marek-Allee 24, Tür 2 1020 Wien",ADD_TO_SALES_POOL,"explicit Hausverwaltung with billing, customer portal, legal/technical and tenant-owner workflows",E_ADJACENT_30_PLUS,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
REIWAG Facility Services GmbH,REIWAG Facility Services GmbH,REIWAG Facility Services GmbH,http://www.reiwag.com/ | http://www.reiwag.com/,https://firmen.wko.at/reiwag-facility-services-gmbh/wien/?firmaid=ccd49180-ebb3-460d-a3e1-c311d3b25cf9&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Burggasse 60 1070 Wien,ADD_TO_SALES_POOL,large facility/property services operator with recurring back-office and building processes,E_ADJACENT_30_PLUS,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
Weinberger Biletti Immobilien GmbH,Weinberger Biletti Immobilien GmbH,Weinberger Biletti Immobilien GmbH,http://www.wbi.wien/ | http://www.wbi.wien/,https://firmen.wko.at/weinberger-biletti-immobilien-gmbh-hausverwaltung/wien/?firmaid=dae5cc36-561a-431f-b78c-43832158c004&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Handelskai 94-96 1200 Wien,PRIMARY_CORE,existing agent-first core target,C_CORE_20_PLUS_RANGE,high,MAIN,Millennium Tower [Management]; Vermögenstreuhänder GeschäftsführerIn [Geschäftsführer],Mehr Lesen Leidenschaft (); Mehr Lesen Respekt (); Abby Bürohündinnen (); Chefs Bitte (); Marko Weinberge (); Mediengesetz Medieninhaber (); Millennium Tower (),Mehr Lesen Leidenschaft; Mehr Lesen Respekt; Abby Bürohündinnen; Chefs Bitte,"Public sources identify owner/shareholder names, but complete share percentages were not safely established.",PARTNER_OWNED,Mehr Lesen Leidenschaft; Mehr Lesen Respekt,Owner/Gesellschafter; Owner/Gesellschafter,MEDIUM_HIGH,https://wbi.wien/ | https://wbi.wien/impressum/ | https://wbi.wien/ | https://wbi.wien/ | https://wbi.wien/team/ | https://wbi.wien/team/ | https://wbi.wien/team/ | https://wbi.wien/impressum/ | https://wbi.wien/impressum/,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
ARWAG group,ARWAG Immobilientreuhand Gesellschaft m.b.H.,ARWAG Immobilientreuhand Gesellschaft m.b.H.,http://www.arwag.at/ | http://www.arwag.at/,https://firmen.wko.at/arwag-immobilientreuhand-gesellschaft-mbh-wo-das-leben-lebt/wien/?firmaid=e7a3723a-2739-4e83-9d1a-5612db0501b7&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,wien,Würtzlerstraße 15 1030 Wien,PRIMARY_CORE,existing agent-first core target,B_CORE_30_PLUS_GROUP,high,MAIN,Drozda Christian Raab [Geschäftsführung]; Antonia Roither-Voigt Bernd Wagner [Geschäftsführung]; Christoph Bauder Bernd Wagner [Geschäftsführung]; Roither-Voigt Bernd Wagner [Geschäftsführung]; Michaela Reiter-Benesch Michael Schmidl [Geschäftsführung]; Bernd Wagner [Geschäftsführung]; Bronze Würtzlerstraße [Geschäftsführung]; Alexander Müller [Vorstand]; Vorstandsdirektor Mag [Vorstand]; Thomas Drozda Mag [Vorstand],Eigene Suchagenten (); Wohnungen Inbox (); Broschüren Willkommen (); Entdecken Sie (); zu erreichen (40.0),zu erreichen,Public sources identify material individual shareholders: zu erreichen 40.0%.,PARTNER_OWNED,zu erreichen,Owner/Gesellschafter,HIGH,https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ | https://www.arwag.at/ | https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ueber-uns/ | https://www.arwag.at/ueber-uns/,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
Rustler group,Frieda Rustler Gebäudeverwaltung GmbH & Co KG,Frieda Rustler Gebäudeverwaltung GmbH & Co KG,http://www.rustler.eu/ | http://www.rustler.eu/,https://firmen.wko.at/frieda-rustler-geb%c3%a4udeverwaltung-gmbh-und-co-kg/salzburg/?firmaid=eaece165-7f32-4ffe-9a7e-d03f164975ee&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,kärnten | oberösterreich | salzburg | steiermark | tirol | wien,Friedensstraße 11 5020 Salzburg | Wielandgasse 2 8010 Graz | Domplatz 2 9020 Klagenfurt am Wörthersee | Physiothermstraße 1 6065 Thaur | Mozartstraße 12-14 4020 Linz | Mariahilfer Straße 196 1150 Wien,PRIMARY_CORE,existing agent-first core target,B_CORE_30_PLUS_GROUP,high,MAIN,,,unresolved,Ownership/control layer was not safely established from public evidence; operational management is retained where verified.,UNRESOLVED,,,LOW,,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
IMV Immobilien Management GmbH,IMV Immobilien Management GmbH,IMV Immobilien Management GmbH,http://www.imv.co.at/ | http://www.imv.co.at/,https://firmen.wko.at/imv-immobilien-management-gmbh/steiermark/?firmaid=8a39d3d5-cfe4-4789-bbbf-1aeed095c331&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,niederösterreich | steiermark | wien,"0316 90 303 | Hochstraße 1 2380 Perchtoldsdorf | Wiener Gasse 20, Tür 4 2380 Perchtoldsdorf | Paulanergasse 15 1040 Wien",PRIMARY_CORE,existing agent-first core target,A_CORE_30_PLUS_DIRECT,high,MAIN,Wolfgang Macho Hausverwaltung [Geschäftsführung]; Effiziente Verwaltung [Partner]; Als Mieterin [Partner]; Ob Reparaturen [Partner]; Zuverlässiger Ansprechpartner [Partner]; Als Investorin [Partner]; Florian Hörmann [Geschäftsführer]; Barbara Gebhardt Prokuristin [Geschäftsführer]; Leitung Finanzbuchhaltung [Geschäftsführer]; Silvia Hampejs Prokuristin [Management],Zuverlässiger Ansprechpartner (); Als Investorin (); Ihr IMV Management-Team (); Wolfgang Macho Inhaber (); Katja Macho Marketing (); Mediengesetz Inhaber (); Alle Inhalte (); Eine Weiterverwendung (); Family Offices (); Ob Büro (),Zuverlässiger Ansprechpartner; Als Investorin; Ihr IMV Management-Team; Wolfgang Macho Inhaber,"Public sources identify owner/shareholder names, but complete share percentages were not safely established.",PARTNER_OWNED,Zuverlässiger Ansprechpartner; Als Investorin,Owner/Gesellschafter; Owner/Gesellschafter,MEDIUM_HIGH,https://imv.co.at/ | https://imv.co.at/ | https://imv.co.at/ | https://imv.co.at/ | https://imv.co.at/ | https://imv.co.at/ | https://imv.co.at/uber-uns/ | https://imv.co.at/uber-uns/ | https://imv.co.at/ | https://imv.co.at/ | https://imv.co.at/uber-uns/ | https://imv.co.at/uber-uns/ | https://imv.co.at/uber-uns/ | https://imv.co.at/impressum/ | https://imv.co.at/impressum/ | https://imv.co.at/impressum/,No ownership was inferred from surname. Unknown share percentages remain null. For international/network firms the Austrian operational leadership is preferred over a global parent.
