canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url,size_class_strict,size_reason_strict,adjacent_non_core_hint,karriere_exact_match,karriere_url,karriere_emp_min,karriere_emp_max,website_valid_mentions,wko_valid_mentions,direct_31plus_sources,group_31plus_sources,borderline_sources,strict_evidence,manual_review_required
ivb immobilienvermarktung und bauträger ges m b h,IVB-Immobilienvermarktung und Bauträger Ges.m.b.H.,IVB-Immobilienvermarktung und Bauträger Ges.m.b.H.,1,burgenland,cb9c2ef1-4df2-4ce4-8b62-8e9dec5ab0fe,Hauptstraße 41 7000 Eisenstadt,,,eisenstadt@ivb.co.at,+43%20(0)%202682%20733%2086,https://firmen.wko.at/ivb-immobilienvermarktung-und-bautr%c3%a4ger-gesmbh/burgenland/?firmaid=cb9c2ef1-4df2-4ce4-8b62-8e9dec5ab0fe&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/ivb-immobilienvermarktung-bautr%C3%A4ger,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/ivb-immobilienvermarktung-bautr%C3%A4ger|exact normalized legal-name match,yes
kala immobilienmanagement gmbh,KALA Immobilienmanagement GmbH,KALA Immobilienmanagement GmbH,2,oberösterreich | wien,02b59784-8383-4778-ab3d-9f4269796431 | 69b8f8bf-1e5f-452c-a773-d7e3a86a68fe,Fadingerstraße 15 4020 Linz | Gumpendorfer Straße 5 1060 Wien,,,,,https://firmen.wko.at/kala-immobilienmanagement-gmbh/ober%c3%b6sterreich/?firmaid=02b59784-8383-4778-ab3d-9f4269796431&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/kala-immobilienmanagement-gmbh,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/kala-immobilienmanagement-gmbh|exact normalized legal-name match,yes
kibb immobilien gmbh,KIBB Immobilien GmbH,KIBB Immobilien GmbH,1,wien,1abea1f8-b61b-405a-873a-22e8ad6430bf,"Bruno-Marek-Allee 24, Tür 2 1020 Wien",,,,,https://firmen.wko.at/kibb-immobilien-gmbh/wien/?firmaid=1abea1f8-b61b-405a-873a-22e8ad6430bf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/kibb-immobilien,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/kibb-immobilien|exact normalized legal-name match,yes
ludwig hallas immobilienverwaltung gesellschaft m b h,"Ludwig Hallas, Immobilienverwaltung Gesellschaft m.b.H.","Ludwig Hallas, Immobilienverwaltung Gesellschaft m.b.H.",1,wien,1488ee5c-9ebe-4391-a73f-50b34e432d8d,Museumstraße 5 1070 Wien,http://www.hallas.at/,http://www.hallas.at/,office@hallas.at,01/521%2038-0,https://firmen.wko.at/ludwig-hallas-immobilienverwaltung-gesellschaft-mbh/wien/?firmaid=1488ee5c-9ebe-4391-a73f-50b34e432d8d&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/ludwig-hallas-immobilienverwaltung,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/ludwig-hallas-immobilienverwaltung|exact normalized legal-name match,yes
palladio immobilien gmbh,Palladio Immobilien GmbH,Palladio Immobilien GmbH,1,wien,6f77e8b8-4109-46d6-ac85-12ad559c2ce4,Münzwardeingasse 2/3 1060 Wien,http://www.palladio-immobilien.at/,http://www.palladio-immobilien.at/,office@palladio-immobilien.at,+43%201%2090%20431%2090,https://firmen.wko.at/palladio-immobilien-gmbh/wien/?firmaid=6f77e8b8-4109-46d6-ac85-12ad559c2ce4&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/palladio-immobilien,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/palladio-immobilien|exact normalized legal-name match,yes
raiffeisen realitäten betreuung tirol gmbh,Raiffeisen Realitäten Betreuung Tirol GmbH,Raiffeisen Realitäten Betreuung Tirol GmbH,1,tirol,58a6068a-c7cb-4d7d-8c99-54835331d4fa,Dr.-Glatz-Straße 12 6020 Innsbruck,,,raibau@rbt.at,0512/574%20656-0,https://firmen.wko.at/raiffeisen-realit%c3%a4ten-betreuung-tirol-gmbh/tirol/?firmaid=58a6068a-c7cb-4d7d-8c99-54835331d4fa&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/raiffeisen-realit%C3%A4ten-betreuung-tirol,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/raiffeisen-realit%C3%A4ten-betreuung-tirol|exact normalized legal-name match,yes
realkanzlei ferdinand könig gesellschaft m b h,Realkanzlei Ferdinand König Gesellschaft m.b.H.,Realkanzlei Ferdinand König Gesellschaft m.b.H.,2,niederösterreich | wien,84347b3a-fda1-4606-8b9e-1dcb944bc8d3 | 46e25e82-96c1-4b51-9c7f-3f872bb081c1,Schneckgasse 24 3100 St.Pölten | Heinrichsgasse 2/1/6 1010 Wien,http://www.koenigimmobilien.at/,http://www.koenigimmobilien.at/,info@koenigimmobilien.at,+43/%201/%20523%2013%2067,https://firmen.wko.at/realkanzlei-ferdinand-k%c3%b6nig-gesellschaft-mbh/nieder%c3%b6sterreich/?firmaid=84347b3a-fda1-4606-8b9e-1dcb944bc8d3&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/realkanzlei-ferdinand-k%C3%B6nig-gesellschaft-m-b-h,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/realkanzlei-ferdinand-k%C3%B6nig-gesellschaft-m-b-h|exact normalized legal-name match,yes
regelsberger liegenschaftsverwaltungs gmbh,Regelsberger Liegenschaftsverwaltungs GmbH,Regelsberger Liegenschaftsverwaltungs GmbH,1,wien,1d374c8c-fb7b-4f39-90fd-6262b56ec2a8,Hoher Markt 4/2A 1010 Wien,http://www.rlvg.at/,http://www.rlvg.at/,office@rlvg.at,533%2097%2077,https://firmen.wko.at/regelsberger-liegenschaftsverwaltungs-gmbh-regelsberger/wien/?firmaid=1d374c8c-fb7b-4f39-90fd-6262b56ec2a8&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/regelsberger-liegenschaftsverwaltungs-gmbh,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/regelsberger-liegenschaftsverwaltungs-gmbh|exact normalized legal-name match,yes
reinberg und partner immobilienberatung gmbh,Reinberg & Partner Immobilienberatung GmbH,Reinberg & Partner Immobilienberatung GmbH,1,wien,cdf7ec63-df90-4341-b59a-074f3cc3032a,Schönbrunner Straße 108/1.05 1050 Wien,,,,,https://firmen.wko.at/reinberg-und-partner-immobilienberatung-gmbh/wien/?firmaid=cdf7ec63-df90-4341-b59a-074f3cc3032a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/reinberg-partner-immobilienberatung,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/reinberg-partner-immobilienberatung|exact normalized legal-name match,yes
reischauer consulting gmbh,Reischauer Consulting GmbH,Reischauer Consulting GmbH,1,oberösterreich,acd9c9ad-109b-4238-bc9d-0ad409607508,Durisolstr. 7 4600 Wels,https://www.reischauer.at/,https://www.reischauer.at/,office@reischauer.at,+43%207242%209001%2011 | +43%20676%2084%209003%2011,https://firmen.wko.at/reischauer-consulting-gmbh-unternehmensberatung-werbeagentur-immobilienentwicklung/ober%c3%b6sterreich/?firmaid=acd9c9ad-109b-4238-bc9d-0ad409607508&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/reischauer-consulting,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/reischauer-consulting|exact normalized legal-name match,yes
schantl ith immobilientreuhand gmbh,Schantl ITH Immobilientreuhand GmbH,Schantl ITH Immobilientreuhand GmbH,1,steiermark,73a17c7d-58b2-4680-9152-ed57c88b9198,Messendorfer Straße 71a 8041 Graz,,,,,https://firmen.wko.at/schantl-ith-immobilientreuhand-gmbh/steiermark/?firmaid=73a17c7d-58b2-4680-9152-ed57c88b9198&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/schantl-ith-immobilientreuhand,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/schantl-ith-immobilientreuhand|exact normalized legal-name match,yes
schönberg immobilientreuhand gmbh,Schönberg Immobilientreuhand GmbH,Schönberg Immobilientreuhand GmbH,1,steiermark,f3c23cfb-ea12-41ca-bff5-568a219f1f0e,Grabenstraße 121 8010 Graz,http://www.schoenberg-immobilien.at/,http://www.schoenberg-immobilien.at/,schoenberg@schoenberg-immobilien.at,0316/5791370 | 0664/3200350,https://firmen.wko.at/sch%c3%b6nberg-immobilientreuhand-gmbh-sch%c3%b6nberg-immobilien/steiermark/?firmaid=f3c23cfb-ea12-41ca-bff5-568a219f1f0e&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/sch%C3%B6nberg-immobilientreuhand,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/sch%C3%B6nberg-immobilientreuhand|exact normalized legal-name match,yes
u m bau ag,U.M. Bau AG,U.M. Bau AG,1,wien,ebdbb023-c8eb-4f08-bc6c-3f7da0e88a29,Khleslplatz 12 1120 Wien,,,,,https://firmen.wko.at/um-bau-ag/wien/?firmaid=ebdbb023-c8eb-4f08-bc6c-3f7da0e88a29&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/u-m-bau,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/u-m-bau|exact normalized legal-name match,yes
ulreich verwaltungsgmbh,Ulreich VerwaltungsGmbH,Ulreich VerwaltungsGmbH,1,wien,e0e7f760-3864-4381-884e-983d57c858c1,Obere Amtshausgasse 20 1050 Wien,,,,,https://firmen.wko.at/ulreich-verwaltungsgmbh/wien/?firmaid=e0e7f760-3864-4381-884e-983d57c858c1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/ulreich-verwaltungs-gmbh,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/ulreich-verwaltungs-gmbh|exact normalized legal-name match,yes
venta immobilien service gmbh,Venta Immobilien Service GmbH,Venta Immobilien Service GmbH,1,steiermark,07639a24-aa67-4fa3-b85b-dcad9eeeb5b0,Jakominiplatz 12 8010 Graz,,,,,https://firmen.wko.at/venta-immobilien-service-gmbh/steiermark/?firmaid=07639a24-aa67-4fa3-b85b-dcad9eeeb5b0&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/venta-immobilien-service,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/venta-immobilien-service|exact normalized legal-name match,yes
vivir holding gmbh,VIVIR Holding GmbH,VIVIR Holding GmbH,1,oberösterreich,26646e63-0c26-48b2-ae19-de1481beb92a,Landstraße 33 4020 Linz,http://www.vivir-holding.at/,http://www.vivir-holding.at/,office@vivir-holdign.at,+43%206643330844,https://firmen.wko.at/vivir-holding-gmbh-vivir-holdingat/ober%c3%b6sterreich/?firmaid=26646e63-0c26-48b2-ae19-de1481beb92a&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/vivir-holding,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/vivir-holding|exact normalized legal-name match,yes
wariwoda und richter immobilientreuhandgesellschaft m b h,WARIWODA & RICHTER Immobilientreuhandgesellschaft m.b.H.,WARIWODA & RICHTER Immobilientreuhandgesellschaft m.b.H.,1,wien,559ebf25-eaf7-475b-9606-a01fda645de0,Spittelberggasse 3 1070 Wien,,,office@wari-immobilientreuhand.at,+4301%20596%2028%2020-0,https://firmen.wko.at/wariwoda-und-richter-immobilientreuhandgesellschaft-mbh/wien/?firmaid=559ebf25-eaf7-475b-9606-a01fda645de0&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/wariwoda-richter-immobilientreuhandgesellschaft,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/wariwoda-richter-immobilientreuhandgesellschaft|exact normalized legal-name match,yes
wegraz gesellschaft für stadterneuerung und assanierung m b h,WEGRAZ Gesellschaft für Stadterneuerung und Assanierung m.b.H.,WEGRAZ Gesellschaft für Stadterneuerung und Assanierung m.b.H.,1,steiermark,db063308-d103-49ba-92cc-638a37f2dc80,Leechgasse 29 8010 Graz,http://www.wegraz.at/,http://www.wegraz.at/,office@wegraz.at,+43%20(0)316-38%2049%2009 | 0664-13%2027%20111,https://firmen.wko.at/wegraz-gesellschaft-f%c3%bcr-stadterneuerung-und-assanierung-mbh/steiermark/?firmaid=db063308-d103-49ba-92cc-638a37f2dc80&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/wegraz-gesellschaft-f%C3%BCr-stadterneuerung-und-assanierung,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/wegraz-gesellschaft-f%C3%BCr-stadterneuerung-und-assanierung|exact normalized legal-name match,yes
weinberger biletti immobilien gmbh,Weinberger Biletti Immobilien GmbH,Weinberger Biletti Immobilien GmbH,1,wien,dae5cc36-561a-431f-b78c-43832158c004,Handelskai 94-96 1200 Wien,http://www.wbi.wien/,http://www.wbi.wien/,immobilien@wbi.wien,+43%201%20405%2081%2022,https://firmen.wko.at/weinberger-biletti-immobilien-gmbh-hausverwaltung/wien/?firmaid=dae5cc36-561a-431f-b78c-43832158c004&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,no,,,,23 [exact] https://wbi.wien/team/ :: . Leidenschaft & Hausverstand Weinberger Biletti ist eine der ältesten privaten Hausverwaltungen in Wien und wird in dritter Generation von Marko Weinberger und Angelika Weinberger geführt. 23 Mitarbeiterinnen und Mitarbeiter verwalten vorrangig Wohnungseigentumsanlagen in Wien und Niederösterreich. Wir schauen auf die Menschen. Wir machen unsere Arbeit mit Freude und mit Respekt. Wir kommunizier,,0,0,1,BORDER|official website|23|23|https://wbi.wien/team/|. Leidenschaft & Hausverstand Weinberger Biletti ist eine der ältesten privaten Hausverwaltungen in Wien und wird in dritter Generation von Marko Weinberger und Angelika Weinberger geführt. 23 Mitarbeiterinnen und Mitarbeiter verwalten vorrangig Wohnungseigentumsanlagen in Wien und Niederösterreich. Wir schauen auf die Menschen. Wir machen unsere Arbeit mit Freude und mit Respekt. Wir kommunizier,yes
weinberger biletti immobilien graz gmbh,Weinberger Biletti Immobilien Graz GmbH,Weinberger Biletti Immobilien Graz GmbH,1,steiermark,58454438-1735-4e38-9836-6164e061238a,Hans-Sachs-Gasse 14 8010 Graz,http://www.weinberger-biletti.at/,http://www.weinberger-biletti.at/,graz@weinberger-biletti.at,+43%20(316)%2071%2011%2016,https://firmen.wko.at/weinberger-biletti-immobilien-graz-gmbh-immobilienverwaltung/steiermark/?firmaid=58454438-1735-4e38-9836-6164e061238a&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/weinberger-biletti-immobilien-graz,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/weinberger-biletti-immobilien-graz|exact normalized legal-name match,yes
woge realitäten gesellschaft m b h,Woge Realitäten Gesellschaft m.b.H.,Woge Realitäten Gesellschaft m.b.H.,1,wien,b1f62a6e-5c47-4782-851a-112c0dab2456,Köstlergasse 7/2/14 1060 Wien,https://www.hausverwaltungwoge.at/,https://www.hausverwaltungwoge.at/,office@hausverwaltungwoge.at,+43%201%20586%2014%2035,https://firmen.wko.at/woge-realit%c3%a4ten-gesellschaft-mbh/wien/?firmaid=b1f62a6e-5c47-4782-851a-112c0dab2456&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/woge-realit%C3%A4ten,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/woge-realit%C3%A4ten|exact normalized legal-name match,yes
wohn3 management gmbh,wohn3 Management GmbH,wohn3 Management GmbH,1,wien,e96150d5-bade-4bc8-9f64-440bf00be523,Weyrgasse 8/3 1030 Wien,http://www.wohn3.at/,http://www.wohn3.at/,office@wohn3.at,012360703,https://firmen.wko.at/wohn3-management-gmbh-wohn3-immobiliengruppe/wien/?firmaid=e96150d5-bade-4bc8-9f64-440bf00be523&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/wohn3-management,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/wohn3-management|exact normalized legal-name match,yes
wohnbau 2000 gesellschaft mbh,Wohnbau 2000 Gesellschaft mbH,Wohnbau 2000 Gesellschaft mbH,1,oberösterreich,0371acbe-5cc3-4c87-911b-496bbeed12b2,Weißenwolffstraße 1 4020 Linz,http://www.wohnbau2000.at/,http://www.wohnbau2000.at/,linz@wohnbau2000.at,+43%20(732)%2077%2091%2011,https://firmen.wko.at/wohnbau-2000-gesellschaft-mbh-immobilien-bautr%c3%84ger-makler-verwalter/ober%c3%b6sterreich/?firmaid=0371acbe-5cc3-4c87-911b-496bbeed12b2&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,yes,no,,,,30 [exact] https://wohnbau2000.com/unternehmen/ :: n. Rund 3.500 Mietwohnungen sind gemeinsam mit der Schwesterfirma in Steyr im Eigenbesitz. Jetzt Kontakt aufnehmen Wohnbau 2000 im Überblick Gründung: 1952 Geschäftsführer: Dir. Jörg Rigger Mitarbeiter: 30 Verwaltungseinheiten: ca. 15.000 Mietwohnungen (Eigenbesitz): ca. 3.500 Errichtete Eigentumswohnungen: ca. 3.000 ” Ein großes Angebot ermöglicht einen großen Wirkungskreis. 38.000 zufrieden,,0,0,1,BORDER|official website|30|30|https://wohnbau2000.com/unternehmen/|n. Rund 3.500 Mietwohnungen sind gemeinsam mit der Schwesterfirma in Steyr im Eigenbesitz. Jetzt Kontakt aufnehmen Wohnbau 2000 im Überblick Gründung: 1952 Geschäftsführer: Dir. Jörg Rigger Mitarbeiter: 30 Verwaltungseinheiten: ca. 15.000 Mietwohnungen (Eigenbesitz): ca. 3.500 Errichtete Eigentumswohnungen: ca. 3.000 ” Ein großes Angebot ermöglicht einen großen Wirkungskreis. 38.000 zufrieden,yes
wohnraumwerk bauträger und projektentwicklungs gmbh,Wohnraumwerk Bauträger- und Projektentwicklungs GmbH,Wohnraumwerk Bauträger- und Projektentwicklungs GmbH,1,steiermark,f997c9b6-0bc8-49e0-8b84-474569a6973b,Marschallgasse 17/1 8020 Graz,,,,,https://firmen.wko.at/wohnraumwerk-bautr%c3%a4ger-und-projektentwicklungs-gmbh/steiermark/?firmaid=f997c9b6-0bc8-49e0-8b84-474569a6973b&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,yes,yes,https://www.karriere.at/f/wohnraumwerk-bautr%C3%A4ger-und-projektentwicklungs-gmbh,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/wohnraumwerk-bautr%C3%A4ger-und-projektentwicklungs-gmbh|exact normalized legal-name match,yes
zurich immobilien liegenschaftsverwaltungs gesmbh,Zurich Immobilien Liegenschaftsverwaltungs-GesmbH,Zurich Immobilien Liegenschaftsverwaltungs-GesmbH,1,wien,d8edbf56-e59f-44ef-9ac7-3ecc6e1d917a,Leopold-Ungar-Platz 2 1190 Wien,,,office@zurichimmobilien.at,+4301%20533%2049%2035-0,https://firmen.wko.at/zurich-immobilien-liegenschaftsverwaltungs-gesmbh/wien/?firmaid=d8edbf56-e59f-44ef-9ac7-3ecc6e1d917a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/zurich-immobilien-liegenschaftsverwaltungs-gesmbh,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/zurich-immobilien-liegenschaftsverwaltungs-gesmbh|exact normalized legal-name match,yes
allgemeine unfallversicherungs betriebsgesellschaft m b h auvb,Allgemeine Unfallversicherungs- Betriebsgesellschaft m.b.H.(AUVB),Allgemeine Unfallversicherungs- Betriebsgesellschaft m.b.H.(AUVB),2,oberösterreich | salzburg,d2a87d3b-73a0-4d69-a8ab-428e273a2db3 | 3ec0cc34-2121-4266-b53a-1935ef943a98,Dr.-Franz-Rehrl-Platz 5 5020 Salzburg | Garnisonstraße 5 (AUVA Linz) 4020 Linz,,,,,https://firmen.wko.at/allgemeine-unfallversicherungs-betriebsgesellschaft-mbhauvb/salzburg/?firmaid=d2a87d3b-73a0-4d69-a8ab-428e273a2db3&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
alwog allgemeine wohnbaugesellschaft m b h,Alwog-Allgemeine Wohnbaugesellschaft m.b.H.,Alwog-Allgemeine Wohnbaugesellschaft m.b.H.,1,steiermark,add5c503-f1ba-4b5e-9811-2c6c38d3cb6f,Naglergasse 10 8010 Graz,,,alwog@aon.at,+43%20(0316)%2032%2025%2039,https://firmen.wko.at/alwog-allgemeine-wohnbaugesellschaft-mbh/steiermark/?firmaid=add5c503-f1ba-4b5e-9811-2c6c38d3cb6f&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
best in parking garagen gmbh und co kg,Best in Parking Garagen GmbH & Co KG,Best in Parking Garagen GmbH & Co KG,1,wien,4b95377a-2022-4e76-b0a9-793650fcbe86,Schwarzenbergplatz 5 1030 Wien,http://www.bestinparking.at/,http://www.bestinparking.at/,zentralewien@b-i-p.com,+43151312410,https://firmen.wko.at/best-in-parking-garagen-gmbh-und-co-kg/wien/?firmaid=4b95377a-2022-4e76-b0a9-793650fcbe86&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
bfm facility management gmbh,BFM Facility Management GmbH,BFM Facility Management GmbH,1,tirol,1b06d627-6807-4306-a574-4cf98f7aa7ce,Aloisia Bodner-Straße 1 6330 Kufstein,,,,,https://firmen.wko.at/bfm-facility-management-gmbh/tirol/?firmaid=1b06d627-6807-4306-a574-4cf98f7aa7ce&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
bwf wohnbau gmbh,BWF Wohnbau GmbH,BWF Wohnbau GmbH,1,kärnten,57dfe71e-80a1-436a-a0b5-81439c126083,Millstätterstraße 37 9521 Treffen am Ossiacher See,,,,,https://firmen.wko.at/bwf-wohnbau-gmbh/k%c3%a4rnten/?firmaid=57dfe71e-80a1-436a-a0b5-81439c126083&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
dr gerlich co hausverwaltung und facility management gmbh,Dr.Gerlich + Co.Hausverwaltung & Facility Management GmbH,Dr.Gerlich + Co.Hausverwaltung & Facility Management GmbH,1,salzburg,219f42a8-a4f3-4f4e-9690-4e26dc00712f,Alpenstraße 48 5020 Salzburg,,,office@gerlich.at,0662/621%20215-0,https://firmen.wko.at/drgerlich-cohausverwaltung-und-facility-management-gmbh/salzburg/?firmaid=219f42a8-a4f3-4f4e-9690-4e26dc00712f&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
fm plus facility management gmbh für wissenschaft kultur in noe,FM-Plus Facility Management GmbH für Wissenschaft + Kultur in NOE,FM-Plus Facility Management GmbH für Wissenschaft + Kultur in NOE,1,niederösterreich,8ee145a0-d887-417e-8e71-7ba882a54d5f,Dr.-Karl-Dorrek-Straße 30 3500 Krems an der Donau,,,,,https://firmen.wko.at/fm-plus-facility-management-gmbh-f%c3%bcr-wissenschaft-kultur-in-noe/nieder%c3%b6sterreich/?firmaid=8ee145a0-d887-417e-8e71-7ba882a54d5f&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
gfr gebäude und facilitymanagement gmbh,GFR Gebäude- und Facilitymanagement GmbH,GFR Gebäude- und Facilitymanagement GmbH,1,burgenland,08da387d-6f6c-4da3-8605-59bd15de1332,Ruster Straße 136 7000 Eisenstadt,,,,,https://firmen.wko.at/gfr-geb%c3%a4ude-und-facilitymanagement-gmbh/burgenland/?firmaid=08da387d-6f6c-4da3-8605-59bd15de1332&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
