no,company_name,stage3_scope,primary_dm,primary_dm_role,direct_phone,phone_type,phone_verified,phone_source_url,personal_email,email_type,email_verified,email_source_url,secondary_phone,secondary_email,fallback_company_phone,fallback_company_email,website,contact_summary,contact_confidence,research_notes,stage3_owner_summary,stage3_source_urls,research_complete,manual_reviewed,checked_source_count,checked_source_urls,machine_selected_sources
86,Frieda Rustler Gebäudeverwaltung GmbH & Co KG,MAIN,Martin Troger,Managing Partner,+43189139,C_PERSON_BOUND_OFFICE,yes,https://rustler.eu/gebaeudeverwaltung/,troger@rustler.eu,A_PERSONAL_VERIFIED,yes,https://rustler.eu/gebaeudeverwaltung/,,,+4319042000,office@rustler.eu,http://www.rustler.eu/,C_PERSON_BOUND_OFFICE: +43189139; A_PERSONAL_VERIFIED: troger@rustler.eu; fallback saved,HIGH,Official Rustler page identifies Martin Troger as Managing Partner and publishes business email plus person-bound office line.,Rustler partner/family group | Frieda Rustler Gebäudeverwaltung GmbH (general partner); Dr Peter Rustler; Ing Michael Moshammer; Wegerer Beteiligung GmbH; MMTroger Beteiligung GmbH,https://www.evi.gv.at/f/30159b | https://www.evi.gv.at/f/349375m | https://rustler.eu/kontakt/management/ | https://firmen.wko.at/frieda-rustler-geb%c3%a4udeverwaltung-gmbh-und-co-kg/salzburg/?firmaid=eaece165-7f32-4ffe-9a7e-d03f164975ee&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,11,https://rustler.eu/ | https://rustler.eu/team-linz/ | https://rustler.eu/kontakt/management/ | https://rustler.eu/kontakt/ | https://rustler.eu/impressum/ | https://rustler.eu/gruppe/pressekontakt/ | https://rustler.eu/downloads/ | https://rustler.eu/wp-content/uploads/2025/06/Meldezettel.pdf | https://rustler.eu/wp-content/uploads/2025/06/SEPA-Einzugsermaechtigung.pdf | https://rustler.eu/wp-content/uploads/2025/06/Bedienungsanleitung-fuer-Ihre-Wohnung.pdf | https://rustler.eu/wp-content/uploads/2025/06/Merkblatt.pdf | https://rustler.eu/gebaeudeverwaltung/,https://rustler.eu/kontakt/management/
87,IMV Immobilien Management GmbH,MAIN,Wolfgang Macho,Owner / Geschäftsführer,none,NONE,no,,w.macho@imv.co.at,A_PERSONAL_VERIFIED,yes,https://imv.co.at/uber-uns/,,,+43158669550,office@imv.co.at,http://www.imv.co.at/,A_PERSONAL_VERIFIED: w.macho@imv.co.at; fallback saved,HIGH,Official IMV management page explicitly publishes Wolfgang Macho business email.,Wolfgang Macho has material/control position in GIM/IMV group | Wolfgang Macho; GIM-Beteiligungsholding GmbH,https://imv.co.at/uber-uns/ | https://firmen.wko.at/imv-immobilien-management-gmbh/steiermark/?firmaid=8a39d3d5-cfe4-4789-bbbf-1aeed095c331&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,3,https://imv.co.at/ | https://imv.co.at/kontakt/ | https://imv.co.at/impressum/ | https://imv.co.at/uber-uns/,
88,PFG Liegenschaftsbewirtschaftungs GmbH & Co KG,MAIN,Klaus Wiltschnigg; Markus Gratz,Geschäftsführer of managing general partner,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,MAP-WSV-led institutional ownership consortium | PFG Liegenschaftsbewirtschaftungs GmbH (general partner); Wüstenrot Versicherungs AG; PFG Holding GmbH,https://www.evi.gv.at/f/248931a | https://www.firmenabc.at/pfg-liegenschaftsbewirtschaftungs-gmbh_KWwV | https://firmen.wko.at/pfg-liegenschaftsbewirtschaftungs-gmbh-undco-kg/salzburg/?firmaid=e3a6e719-cf2f-4fae-baa7-66ed02613d23&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
89,STRABAG Property and Facility Services GmbH,MAIN,Stefan Babsch; Matthias Plattner,Geschäftsführer,none,NONE,no,,matthias.plattner@strabag.com,A_PERSONAL_VERIFIED,yes,https://fm-day.at/sponsor/strabag-property-and-facility-services-gmbh-goldsponsor/,,,+43505990,kundenservice-pfs@strabag.com,http://www.strabag-pfs.at/,A_PERSONAL_VERIFIED: matthias.plattner@strabag.com; fallback saved,HIGH,Current public FM-Day 2026 sponsor page explicitly identifies STRABAG PFS managing director Matthias Plattner and publishes personal business email; central phone is not promoted.,STRABAG SE group | STRABAG AG,https://www.strabag-pfs.com/ | https://firmen.wko.at/strabag-property-and-facility-services-gmbh/wien/?firmaid=fbeabe35-12a5-4bf9-931b-0bfc5bb85e79&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,5,https://www.strabag-pfs.com/at | https://www.strabag-pfs.com/ueber-uns | https://www.strabag-pfs.com/kontakt | https://www.strabag-pfs.com/contact | https://www.strabag-pfs.com/impressum | https://fm-day.at/sponsor/strabag-property-and-facility-services-gmbh-goldsponsor/,
90,ZIMA Objektmanagement GmbH,MAIN,Alexander Nußbaumer; Nicole Hanser,Geschäftsführer; Gesellschafterin/Geschäftsführerin,+43512348179,C_PERSON_BOUND_OFFICE,yes,https://zima.ch/objektmanagement/,nicole.hanser@zima.at,A_PERSONAL_VERIFIED,yes,https://zima.ch/objektmanagement/,,,+4355723838,office@zima.at,http://www.zima.at/,C_PERSON_BOUND_OFFICE: +43512348179; A_PERSONAL_VERIFIED: nicole.hanser@zima.at; fallback saved,HIGH,Official ZIMA Objektmanagement page explicitly publishes Nicole Hanser phone and personal business email.,ZIMA group / Nicole Hanser | ZIMA Wohn- und Projektmanagement GmbH; Nicole Hanser,https://www.zima.at/ | https://firmen.wko.at/zima-objektmanagement-gmbh/tirol/?firmaid=60fb6e73-f44f-43cb-8dba-67245bdf3881&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,3,https://zima.at/ | https://zima.at/unternehmen/kontakt/ | https://zima.at/impressum/ | https://zima.ch/objektmanagement/,https://zima.at/unternehmen/kontakt/
91,APCOA Austria GmbH,SECONDARY,Caroline Aichholzer-Lang; Katrin Teichert,Geschäftsführerinnen,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,APCOA Group | APCOA Deutschland GmbH,https://www.evi.gv.at/f/249499k,yes,yes,0,,
92,Erste Group Immorent GmbH,SECONDARY,Andreja Triller Tonin; Wolfgang Hausner,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Erste Group Bank AG | Erste Group Bank AG,https://www.erstegroupimmorent.com/,yes,yes,0,,
93,Salinen Immobilien Gesellschaft m.b.H.,SECONDARY,Peter Untersperger; Kurt Thomanek,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4361322000,info@salinen.com,,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Current Salinen official pages and exact-name searches reviewed. Central contact retained as fallback; older/public technical-directory mobile/email evidence for Kurt Thomanek was not promoted without a stronger current direct business page.,"Salinen group; parent shareholder structure led by AIC Androsch International Management Consulting 41.25% and Invest Holding 41.25%, plus Mitarbeiter-Privatstiftung 10% and minorities | Österreichische Salinen AG",https://www.salinen.com/de/impressum/,yes,yes,0,,
94,Bank Austria Real Invest Asset Management GmbH,SECONDARY,Reinhold Jaretz; Harald Heinzl,Geschäftsführer,+4313317175254,B_DIRECT_DIAL,yes,https://www.realinvest.at/files/Ankaufsprofil.pdf,none,NONE,no,,,,+431331710,office@realinvest.at,,B_DIRECT_DIAL: +4313317175254; fallback saved,HIGH,Bank Austria Real Invest official April-2026 acquisition profile PDF explicitly lists Reinhold Jaretz as managing director with DW 75254; PDF was manually visually verified.,UniCredit Bank Austria / UniCredit group | Bank Austria Real Invest Immobilien-Management GmbH,https://www.realinvest.at/ueber-uns-unternehmensinfos.jsp,yes,yes,0,https://www.realinvest.at/files/Ankaufsprofil.pdf,
95,Reinberg & Partner Immobilienberatung GmbH,SECONDARY,Wolfgang Fessl; Isabella Reinberg,Major shareholders / Geschäftsführer,+431876425514,B_DIRECT_DIAL,yes,https://www.reinberg-partner.com/,w.fessl@reinberg-partner.com,A_PERSONAL_VERIFIED,yes,https://www.reinberg-partner.com/,Isabella Reinberg: +43 1 8764255-13 [B_DIRECT_DIAL],Isabella Reinberg: i.reinberg@reinberg-partner.com [A_PERSONAL_VERIFIED],none,none,,B_DIRECT_DIAL: +431876425514; A_PERSONAL_VERIFIED: w.fessl@reinberg-partner.com,HIGH,Public Reinberg & Partner team/contact page publishes direct DW/email for both Stage-3 Primary DMs.,Wolfgang Fessl and Isabella Reinberg are largest individual owners | Michael Reinberg; Wolfgang Fessl; Isabella Reinberg; Isabel Liebl; SB108 Invest GmbH,https://www.reinberg-partner.at/,yes,yes,0,https://www.reinberg-partner.com/,
96,UBM Development AG,SECONDARY,Thomas G. Winkler,CEO / Vorstand,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent reviewed UBM public sources and exact Thomas G. Winkler searches; no verified public direct contact was found in this pass.,Public shareholder structure | Public-company shareholder base,https://www.ubm-development.com/de/impressum/,yes,yes,0,,
97,WEGRAZ Gesellschaft für Stadterneuerung und Assanierung m.b.H.,SECONDARY,Dieter Johs,Geschäftsführer,+436503422380,A_MOBILE_PUBLIC,yes,https://wegraz.at/unternehmen/team/,johs@wegraz.at,A_PERSONAL_VERIFIED,yes,https://wegraz.at/unternehmen/team/,+43 316 384909-40 [B_DIRECT_DIAL],,none,none,,A_MOBILE_PUBLIC: +436503422380; A_PERSONAL_VERIFIED: johs@wegraz.at,HIGH,"Official WEGRAZ team page explicitly publishes Dieter Johs mobile, DW and personal business email.",Töpfl Privatstiftung (Austria Handel & Treuhand is itself 100% foundation-owned) | Austria Handel & Treuhand GmbH; Töpfl Privatstiftung,http://www.wegraz.at/,yes,yes,0,https://wegraz.at/unternehmen/team/,
98,Wohnraumwerk Bauträger- und Projektentwicklungs GmbH,SECONDARY,Hannes Haas; Maximilian Hinkel,Geschäftsführer / indirect owner-management,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent reviewed Wohnraumwerk public sources and exact Hannes Haas / Maximilian Hinkel searches; no verified public direct contact was found.,"WRW/Haas-Hinkel group; WRW Holding owned by EOLIX and MH3, while MH3 is EOLIX 63.44% / Hannes Haas 36.56% | MH3 Beteiligungs GmbH; WRW Holding GmbH",https://www.firmenabc.at/wohnraumwerk-bautraeger-und-projektentwicklungs-gmbh_MjZJ | https://www.evi.gv.at/f/581325s | https://firmenmonitor.com/firma/mh3-beteiligungs-gmbh-532593a,yes,yes,0,,
99,Oberbank Infrastruktur Management GmbH,SECONDARY,Michael Peichl; Johanna Breuer-Wagner,Geschäftsführer,+43732780232262,B_DIRECT_DIAL,yes,https://www.oberbank.at/de/ansprechpartner,michael.peichl@oberbank.at,A_PERSONAL_VERIFIED,yes,https://www.oberbank.at/de/ansprechpartner,Johanna Breuer-Wagner: +43 732 7802-32248 [B_DIRECT_DIAL],Johanna Breuer-Wagner: johanna.breuer-wagner@oberbank.at [A_PERSONAL_VERIFIED],none,none,,B_DIRECT_DIAL: +43732780232262; A_PERSONAL_VERIFIED: michael.peichl@oberbank.at,HIGH,Official Oberbank real-estate contacts page publishes individual DW/email for Michael Peichl and Johanna Breuer-Wagner; current EVI confirms both as managing directors (Johanna since Dec 2025).,Oberbank AG | Oberbank AG,https://www.oberbank.at/,yes,yes,0,https://www.oberbank.at/de/ansprechpartner,
