canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url
pkomm pressbaumer kommunal gmbh,PKomm - Pressbaumer Kommunal GmbH,PKomm - Pressbaumer Kommunal GmbH,1,niederösterreich,db4f8dd0-9b3e-4024-8e45-ad25d007ffe4,Hauptstraße 70 3021 Pressbaum,,,,,https://firmen.wko.at/pkomm-pressbaumer-kommunal-gmbh/nieder%c3%b6sterreich/?firmaid=db4f8dd0-9b3e-4024-8e45-ad25d007ffe4&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
place2live gmbh,place2live GmbH,place2live GmbH,1,wien,26787a55-139b-42e5-9820-2ad9c785465a,Am Tabor 19/2/2 1020 Wien,,,,,https://firmen.wko.at/place2live-gmbh/wien/?firmaid=26787a55-139b-42e5-9820-2ad9c785465a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
plank machek elisabeth christoph immobilienverwaltungen gesellschaft m b h,PLANK MACHEK Elisabeth Christoph Immobilienverwaltungen Gesellschaft m.b.H.,PLANK MACHEK Elisabeth Christoph Immobilienverwaltungen Gesellschaft m.b.H.,1,wien,57227830-ce1e-4e1d-bfcc-10f3403a8af2,Hörlgasse 6 1090 Wien,,,office@christoph-immo.at,01/319%2098%2013,https://firmen.wko.at/plank-machek-elisabeth-christoph-immobilienverwaltungen-gesellschaft-mbh/wien/?firmaid=57227830-ce1e-4e1d-bfcc-10f3403a8af2&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
plansee group functions austria gmbh,Plansee Group Functions Austria GmbH,Plansee Group Functions Austria GmbH,1,tirol,edeced92-e158-4d2a-bb71-12c83aa3d684,Metallwerk-Plansee-Straße 71 6600 Breitenwang,https://plansee-group.com/de,https://plansee-group.com/de,info@plansee-group.com,+43%205672%20600%200,https://firmen.wko.at/plansee-group-functions-austria-gmbh/tirol/?firmaid=edeced92-e158-4d2a-bb71-12c83aa3d684&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
plan2 architektur und projektmanagement gmbh,Plan² - Architektur und Projektmanagement GmbH,Plan² - Architektur und Projektmanagement GmbH,1,wien,ac6e83e0-6c6c-4fa2-ad05-b9246579b491,Dadlergasse 20-22/1/G5 1150 Wien,,,,,https://firmen.wko.at/plan2-architektur-und-projektmanagement-gmbh/wien/?firmaid=ac6e83e0-6c6c-4fa2-ad05-b9246579b491&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
plasser immobilienverwaltung e u,Plasser ImmobilienVerwaltung e.U.,Plasser ImmobilienVerwaltung e.U.,1,oberösterreich,65fc917e-b44f-49d6-85cc-07082ae7e94d,Athalerstraße 14 5122 Hochburg-Ach,,,,07727/4047,https://firmen.wko.at/plasser-immobilienverwaltung-eu-planungsb%c3%bcro/ober%c3%b6sterreich/?firmaid=65fc917e-b44f-49d6-85cc-07082ae7e94d&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
pm 8 gmbh,PM 8 GmbH,PM 8 GmbH,1,salzburg,40e4e9ec-0fb4-4148-923a-212502c5a7b4,Landesstraße 23 5302 Henndorf am Wallersee,,,,,https://firmen.wko.at/pm-8-gmbh/salzburg/?firmaid=40e4e9ec-0fb4-4148-923a-212502c5a7b4&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
pmv immobilien management gmbh,PMV Immobilien Management GmbH,PMV Immobilien Management GmbH,4,kärnten | niederösterreich | wien,c4916f64-6ef3-4734-bb82-7f766585b87d | a4302778-6d36-4b34-87cd-d36fed8e76c6 | 63d2ff36-2d86-4a01-92d0-4697fc86a87d | b7d547fd-1606-41ca-8510-d2c5c3a4025e,"Liebermannstraße, F 05/Top 102 2345 Brunn am Gebirge | Bahnhofstraße 16 9800 Spittal/Drau | Arsenal 1/VI 1030 Wien | Paulanergasse 15 1040 Wien",,,,,https://firmen.wko.at/pmv-immobilien-management-gmbh/nieder%c3%b6sterreich/?firmaid=c4916f64-6ef3-4734-bb82-7f766585b87d&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
poetsch immobilien gmbh,Poetsch Immobilien GmbH,Poetsch Immobilien GmbH,3,oberösterreich | salzburg,553af8c1-0d9d-4b43-9007-2637fa7ec7cc | e55ce558-ce9d-4002-8a65-1bcdb834c351 | cfe1a584-dea5-42c5-9a0a-ce30072334a0,Habach 19 5321 Koppl | Gaisbergstraße 4a 5020 Salzburg | Braunauer Straße 11 4950 Altheim,http://www.poetsch-immo.at/,http://www.poetsch-immo.at/,office@poetsch-immo.at,+43%20(0)664-88445910,https://firmen.wko.at/poetsch-immobilien-gmbh-poetsch-immobilien-gmbh/salzburg/?firmaid=553af8c1-0d9d-4b43-9007-2637fa7ec7cc&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
porr ag,PORR AG,PORR AG,1,wien,3eb99f33-504f-4247-b1b6-013e7be301c4,Absberggasse 47 1100 Wien,http://www.porr-group.com/,http://www.porr-group.com/,office@porr-group.com,+43%2050%20626-0,https://firmen.wko.at/porr-ag-bauunternehmen/wien/?firmaid=3eb99f33-504f-4247-b1b6-013e7be301c4&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
porsche immobilien gesellschaft m b h,Porsche Immobilien Gesellschaft m.b.H.,Porsche Immobilien Gesellschaft m.b.H.,1,salzburg,3aca3e73-9ff6-46d0-8b65-21435521cb21,Louise-Piëch-Straße 2 5020 Salzburg,,,,,https://firmen.wko.at/porsche-immobilien-gesellschaft-mbh/salzburg/?firmaid=3aca3e73-9ff6-46d0-8b65-21435521cb21&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
pottensteiner kommunalbetriebs gmbh,Pottensteiner Kommunalbetriebs GmbH,Pottensteiner Kommunalbetriebs GmbH,1,niederösterreich,c57d74d1-bfbc-4d50-a5ab-113ef5e70c16,Hauptplatz 13 (Gemeindeamt) 2563 Pottenstein,,,,,https://firmen.wko.at/pottensteiner-kommunalbetriebs-gmbh/nieder%c3%b6sterreich/?firmaid=c57d74d1-bfbc-4d50-a5ab-113ef5e70c16&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
pr immobilien gmbh,PR Immobilien GmbH,PR Immobilien GmbH,1,salzburg,a2e7bda3-d888-49b8-b400-3ff981704c9f,Aiglhofstraße 13 5020 Salzburg,,,,,https://firmen.wko.at/pr-immobilien-gmbh/salzburg/?firmaid=a2e7bda3-d888-49b8-b400-3ff981704c9f&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
praetorium immobilien gmbh,praetorium immobilien gmbh,praetorium immobilien gmbh,1,tirol,0415e388-c8c0-48e8-bf8b-c182e98d08f4,Buchbinderweg 3 6263 Fügen,,,,,https://firmen.wko.at/praetorium-immobilien-gmbh/tirol/?firmaid=0415e388-c8c0-48e8-bf8b-c182e98d08f4&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
praher real gmbh,Praher Real GmbH,Praher Real GmbH,1,oberösterreich,1b230408-83c7-4240-b513-c5b67472c685,Poneggenstraße 5 4311 Schwertberg,,,,,https://firmen.wko.at/praher-real-gmbh/ober%c3%b6sterreich/?firmaid=1b230408-83c7-4240-b513-c5b67472c685&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
prater wien gmbh,Prater Wien GmbH,Prater Wien GmbH,1,wien,79a2a0ac-ce6d-4c78-8843-834946307af3,Riesenradplatz 2 1020 Wien,,,,,https://firmen.wko.at/prater-wien-gmbh/wien/?firmaid=79a2a0ac-ce6d-4c78-8843-834946307af3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
pretsch immobilientreuhand gmbh,PRETSCH Immobilientreuhand GmbH,PRETSCH Immobilientreuhand GmbH,1,wien,51e5275f-ffa6-4a4e-a2dd-a0d1975912c9,Neusetzgasse 7 1100 Wien,https://www.pretsch.at/,https://www.pretsch.at/,immobilien@pretsch.at,+43%2001%206045176,https://firmen.wko.at/pretsch-immobilientreuhand-gmbh-pretsch-immobilientreuhand-gmbh/wien/?firmaid=51e5275f-ffa6-4a4e-a2dd-a0d1975912c9&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
primo immobilien hausverwaltung gesellschaft m b h,PRIMO IMMOBILIEN HAUSVERWALTUNG GESELLSCHAFT M.B.H.,PRIMO IMMOBILIEN HAUSVERWALTUNG GESELLSCHAFT M.B.H.,1,salzburg,eb19818a-58db-41ae-b908-2f95aa6d3510,Auwaldstraße 5 5081 Anif,,,primo@aon.at,06452/42%2017 | 0664/3925666,https://firmen.wko.at/primo-immobilien-hausverwaltung-gesellschaft-mbh/salzburg/?firmaid=eb19818a-58db-41ae-b908-2f95aa6d3510&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
primus immobilien gmbh,primus IMMOBILIEN GmbH,primus IMMOBILIEN GmbH,1,vorarlberg,7b9bd624-5179-4c7f-a904-c332006980af,Werdenbergerstraße 38 6700 Bludenz,,,,,https://firmen.wko.at/primus-immobilien-gmbh/vorarlberg/?firmaid=7b9bd624-5179-4c7f-a904-c332006980af&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
prisma finanzmanagement gmbh,PRISMA Finanzmanagement GmbH,PRISMA Finanzmanagement GmbH,1,vorarlberg,d4eab480-35ac-42f3-99d4-6a05364a92ae,Hintere Achmühlerstraße 1 6850 Dornbirn,,,prisma@prisma-zentrum.at,05577/81%2091%2050,https://firmen.wko.at/prisma-finanzmanagement-gmbh/vorarlberg/?firmaid=d4eab480-35ac-42f3-99d4-6a05364a92ae&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
prisma zentrum für standort und regionalentwicklung gmbh,PRISMA Zentrum für Standort- und Regionalentwicklung GmbH,"""PRISMA"" Zentrum für Standort- und Regionalentwicklung GmbH | PRISMA Zentrum für Standort- und Regionalentwicklung GmbH",3,salzburg | tirol | vorarlberg,c4259ce0-2340-4dbd-bdf9-6cf297ee7b3d | 37aef02e-64c0-4a4e-aea8-993d86577fdc | d39cdba1-5b63-4baa-aa9d-d89d85f361c0,Strubergasse 26 5020 Salzburg | Hintere Achmühlerstraße 1 6850 Dornbirn | Grabenweg 3 6020 Innsbruck,https://www.prisma-zentrum.com/,https://www.prisma-zentrum.com/,,,https://firmen.wko.at/%22prisma%22-zentrum-f%c3%bcr-standort-und-regionalentwicklung-gmbh/salzburg/?firmaid=c4259ce0-2340-4dbd-bdf9-6cf297ee7b3d&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
pristusek und partner immobilienverwaltung gmbh,Pristusek & Partner Immobilienverwaltung GmbH,Pristusek & Partner Immobilienverwaltung GmbH,1,niederösterreich,2296a69f-fe21-4316-be95-56fcb0d0695b,"Franz Schubert-Straße 2, EG 2320 Schwechat",,,,,https://firmen.wko.at/pristusek-und-partner-immobilienverwaltung-gmbh/nieder%c3%b6sterreich/?firmaid=2296a69f-fe21-4316-be95-56fcb0d0695b&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
procon wohnbau gmbh,PROCON Wohnbau GmbH,PROCON Wohnbau GmbH,1,oberösterreich,0617d3bb-1e81-4a80-aa12-073c6a5949c9,Ennser Straße 154 4407 Dietach,,,,07252/38216,https://firmen.wko.at/procon-wohnbau-gmbh-procon-wohnbau-gmbh/ober%c3%b6sterreich/?firmaid=0617d3bb-1e81-4a80-aa12-073c6a5949c9&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
procor immo og,PROCOR IMMO OG,PROCOR IMMO OG,1,wien,c824f110-770a-48f2-8cf9-41e4e478fbfd,Fillgradergasse 5/1/12 1060 Wien,,,,,https://firmen.wko.at/procor-immo-og/wien/?firmaid=c824f110-770a-48f2-8cf9-41e4e478fbfd&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
prof dr thomas keppert immobilientreuhand gmbh,Prof Dr Thomas Keppert Immobilientreuhand GmbH,Prof Dr Thomas Keppert Immobilientreuhand GmbH,1,wien,ad3f3399-53ab-4eff-8f16-f92f428f2955,Theobaldgasse 19 1060 Wien,http://www.keppert.at/,http://www.keppert.at/,hausverwaltung@keppert.at,+43%201%20905%2094%2094,https://firmen.wko.at/prof-dr-thomas-keppert-immobilientreuhand-gmbh-immobilienverwalter/wien/?firmaid=ad3f3399-53ab-4eff-8f16-f92f428f2955&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
profect immobilienverwaltung gmbh,PROFECT Immobilienverwaltung GmbH.,PROFECT Immobilienverwaltung GmbH.,1,wien,28c92e27-76b9-4c34-b481-4ca828069054,Freyung 6/8 1010 Wien,http://www.profect.at/,http://www.profect.at/,office@profect.at,+43%201%20961%2004%2007,https://firmen.wko.at/profect-immobilienverwaltung-gmbh/wien/?firmaid=28c92e27-76b9-4c34-b481-4ca828069054&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
profundus verwaltung und vermittlung von immobilien gmbh,PROFUNDUS Verwaltung und Vermittlung von Immobilien GmbH,PROFUNDUS Verwaltung und Vermittlung von Immobilien GmbH,1,niederösterreich,74839516-685b-4ee5-8b00-27e652de49a9,Kaiser Josef-Straße 25 3002 Purkersdorf,,,,02231%2064200,https://firmen.wko.at/profundus-verwaltung-und-vermittlung-von-immobilien-gmbh-profundus-verwaltung-ung-vermittlung-von-immobilien-gmbh/nieder%c3%b6sterreich/?firmaid=74839516-685b-4ee5-8b00-27e652de49a9&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
proimmo consulting e u,PROIMMO CONSULTING e.U.,PROIMMO CONSULTING e.U.,1,wien,a26d1032-5114-447b-a53e-67273608d502,Burggasse 44/12 1070 Wien,https://www.proimmo-consulting.at/,https://www.proimmo-consulting.at/,office@proimmo-consulting.at,+436506266174,https://firmen.wko.at/proimmo-consulting-eu-proimmo-consulting-eu/wien/?firmaid=a26d1032-5114-447b-a53e-67273608d502&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
projektum gmbh,Projektum GmbH,Projektum GmbH,1,vorarlberg,5148b141-164f-4a7e-a8be-8ad19aeb8ebd,Treiet 15a 6837 Weiler,,,,,https://firmen.wko.at/projektum-gmbh/vorarlberg/?firmaid=5148b141-164f-4a7e-a8be-8ad19aeb8ebd&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
proventus immobilienverwaltung stefan langhammer e u,proVentus Immobilienverwaltung - Stefan Langhammer e.U.,proVentus Immobilienverwaltung - Stefan Langhammer e.U.,1,wien,7a48eb54-0e31-4b69-8fec-01e1bb4e3c72,Apollogasse 20/13 1070 Wien,http://www.proventus.at/,http://www.proventus.at/,office@proventus.at,01/5264531-0,https://firmen.wko.at/proventus-immobilienverwaltung-stefan-langhammer-eu-proventus-immobilienverwaltung/wien/?firmaid=7a48eb54-0e31-4b69-8fec-01e1bb4e3c72&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
proventus immobilienverwaltung gmbh,proVentus immobilienverwaltung GmbH,proVentus immobilienverwaltung GmbH,1,wien,b6498aff-70a6-4959-9d34-7b82dedb9d91,Apollogasse 20 1070 Wien,,,,,https://firmen.wko.at/proventus-immobilienverwaltung-gmbh/wien/?firmaid=b6498aff-70a6-4959-9d34-7b82dedb9d91&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
puhv gmbh,PUHV GmbH,PUHV GmbH,1,steiermark,d327653b-7d17-433f-8aab-c1b76fab862b,Sporgasse 29 8010 Graz,,,,,https://firmen.wko.at/puhv-gmbh/steiermark/?firmaid=d327653b-7d17-433f-8aab-c1b76fab862b&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
pura vida gmbh,Pura Vida GmbH,Pura Vida GmbH,1,oberösterreich,ebd03765-da9f-4cd0-8921-86add53e9efd,Lederergasse 17 4650 Lambach,,,,,https://firmen.wko.at/pura-vida-gmbh/ober%c3%b6sterreich/?firmaid=ebd03765-da9f-4cd0-8921-86add53e9efd&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
pures bauen immobilientreuhand gmbh,Pures Bauen Immobilientreuhand GmbH,Pures Bauen Immobilientreuhand GmbH,1,steiermark,0035b9b8-eceb-4af9-9421-5469669ff6c2,Kaiserfeldgasse 22/3 8010 Graz,,,,,https://firmen.wko.at/pures-bauen-immobilientreuhand-gmbh/steiermark/?firmaid=0035b9b8-eceb-4af9-9421-5469669ff6c2&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
pusta und partner hausverwaltungsgmbh,Pusta & Partner HausverwaltungsGmbH,Pusta & Partner HausverwaltungsGmbH,1,wien,a1db2e73-f7c0-43f0-9b66-ab991ef0bd7b,Glasergasse 10 1090 Wien,https://www.pusta-partner.at/,https://www.pusta-partner.at/,office@pusta-partner.at,+43%201%20315%2051%2032,https://firmen.wko.at/pusta-und-partner-hausverwaltungsgmbh-immobilientreuh%c3%a4nder-verwalter/wien/?firmaid=a1db2e73-f7c0-43f0-9b66-ab991ef0bd7b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
pwc advisory services gmbh,PwC Advisory Services GmbH,PwC Advisory Services GmbH,1,wien,d334756a-162d-4af4-8d6b-37522ee0aa92,Donau-City-Straße 7(DC Tower) 1220 Wien,http://www.pwc.com/at,http://www.pwc.com/at,,+43%201%2050188%200,https://firmen.wko.at/pwc-advisory-services-gmbh/wien/?firmaid=d334756a-162d-4af4-8d6b-37522ee0aa92&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
pühringer hausverwaltung und immobilien gmbh und co kg,PÜHRINGER Hausverwaltung & Immobilien GmbH & Co KG,PÜHRINGER Hausverwaltung & Immobilien GmbH & Co KG,1,tirol,6cedac63-45ff-49c7-b18a-5b6f07252d55,Dorf 11 6260 Bruck am Ziller,,,,,https://firmen.wko.at/p%c3%9chringer-hausverwaltung-und-immobilien-gmbh-und-co-kg/tirol/?firmaid=6cedac63-45ff-49c7-b18a-5b6f07252d55&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
qualitas immobilien gmbh,Qualitas Immobilien GmbH,Qualitas Immobilien GmbH,1,kärnten,3d519425-f0dc-4da7-894e-1c4c167a75dd,Miegerer Straße 115a 9065 Ebenthal,,,,,https://firmen.wko.at/qualitas-immobilien-gmbh/k%c3%a4rnten/?firmaid=3d519425-f0dc-4da7-894e-1c4c167a75dd&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
r m s consulting gmbh,r.m-s consulting gmbh,r.m-s consulting gmbh,1,niederösterreich,29bb2ddb-2f5c-4c49-b6b2-09d5b10cf830,Dr. Richard Fröhlich-Gasse 20 2700 Wiener Neustadt,,,,,https://firmen.wko.at/rm-s-consulting-gmbh/nieder%c3%b6sterreich/?firmaid=29bb2ddb-2f5c-4c49-b6b2-09d5b10cf830&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
racoon property gmbh,Racoon Property GmbH,Racoon Property GmbH,1,niederösterreich,d75b571b-2687-41d7-b473-1688ec0d65e2,Brentenmaisstraße 53b 3012 Wolfsgraben,,,,,https://firmen.wko.at/racoon-property-gmbh/nieder%c3%b6sterreich/?firmaid=d75b571b-2687-41d7-b473-1688ec0d65e2&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
radakovits hausverwaltung gmbh,Radakovits Hausverwaltung GmbH,Radakovits Hausverwaltung GmbH,2,burgenland,2115f5c1-4af3-4c1b-b46d-6cbffb7cf821 | 5d9352c8-3934-49b0-b1d1-cb5154caa632,"Holzschlag 134 7435 Unterkohlstätten | Hauptplatz 11, Top 8 7400 Oberwart",,,,,https://firmen.wko.at/radakovits-hausverwaltung-gmbh/burgenland/?firmaid=2115f5c1-4af3-4c1b-b46d-6cbffb7cf821&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter
raiffeisen property international gmbh,Raiffeisen Property International GmbH,Raiffeisen Property International GmbH,1,wien,ff35460f-d41f-4063-8b42-b23ca262ba80,Anton-Kuh-Weg 7/601 1030 Wien,,,,,https://firmen.wko.at/raiffeisen-property-international-gmbh/wien/?firmaid=ff35460f-d41f-4063-8b42-b23ca262ba80&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
raiffeisen realitäten betreuung tirol gmbh,Raiffeisen Realitäten Betreuung Tirol GmbH,Raiffeisen Realitäten Betreuung Tirol GmbH,1,tirol,58a6068a-c7cb-4d7d-8c99-54835331d4fa,Dr.-Glatz-Straße 12 6020 Innsbruck,,,raibau@rbt.at,0512/574%20656-0,https://firmen.wko.at/raiffeisen-realit%c3%a4ten-betreuung-tirol-gmbh/tirol/?firmaid=58a6068a-c7cb-4d7d-8c99-54835331d4fa&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
rainer realitätenvermittlungs hausverwaltungs und wirtschaftsgüter verwertungs gmbh,"Rainer Realitätenvermittlungs-, Hausverwaltungs- und Wirtschaftsgüter- verwertungs GmbH","Rainer Realitätenvermittlungs-, Hausverwaltungs- und Wirtschaftsgüter- verwertungs GmbH",1,wien,1a121a9e-18eb-4b90-9643-215eb00182ce,Wiedner Gürtel 3A 1040 Wien,,,office@rhw.co.at,01/607%2007%2007,https://firmen.wko.at/rainer-realit%c3%a4tenvermittlungs-hausverwaltungs-und-wirtschaftsg%c3%bcter-verwertungs-gmbh/wien/?firmaid=1a121a9e-18eb-4b90-9643-215eb00182ce&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
ralph salzner immobilientreuhänder gmbh,Ralph Salzner Immobilientreuhänder GmbH,Ralph Salzner Immobilientreuhänder GmbH,1,wien,a3d680e0-cc86-4ef8-a405-1dcb223a3611,Mosergasse 14 1090 Wien,http://salzner.at/,http://salzner.at/,office@salzner.at,,https://firmen.wko.at/ralph-salzner-immobilientreuh%c3%a4nder-gmbh/wien/?firmaid=a3d680e0-cc86-4ef8-a405-1dcb223a3611&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
rasalas e u,Rasalas e.U.,Rasalas e.U.,1,wien,3dfa9c9d-fde5-47a1-9a52-dea8a48fbb6a,Bäckerstraße 14/7 1010 Wien,,,,,https://firmen.wko.at/rasalas-eu/wien/?firmaid=3dfa9c9d-fde5-47a1-9a52-dea8a48fbb6a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
raumgut immobilien gmbh,Raumgut Immobilien GmbH,Raumgut Immobilien GmbH,1,vorarlberg,87c07c67-61ab-44a2-8105-33d6ae5c8330,"Harrachgasse 7, Top 3 6845 Hohenems",,,,,https://firmen.wko.at/raumgut-immobilien-gmbh/vorarlberg/?firmaid=87c07c67-61ab-44a2-8105-33d6ae5c8330&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
rbo gmbh,RBO GmbH,RBO GmbH,1,vorarlberg,f567db5d-44ef-4e0f-b0a1-64a74debc6e6,Hauptstraße 47 6824 Schlins,,,,,https://firmen.wko.at/rbo-gmbh/vorarlberg/?firmaid=f567db5d-44ef-4e0f-b0a1-64a74debc6e6&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
re immobilienverwaltung gmbh,RE Immobilienverwaltung GmbH,RE Immobilienverwaltung GmbH,1,steiermark,d6499ac2-7ebf-46f7-963b-cc84634e677e,Brockmanngasse 108 8010 Graz,https://www.real-est.at/,https://www.real-est.at/,office@real-est.at,+43%20664%20132%2080%2079,https://firmen.wko.at/re-immobilienverwaltung-gmbh-realest-immobilien/steiermark/?firmaid=d6499ac2-7ebf-46f7-963b-cc84634e677e&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
real 2000 immobilienbeteiligungs gesellschaft m b h,Real 2000 Immobilienbeteiligungs- gesellschaft m.b.H.,Real 2000 Immobilienbeteiligungs- gesellschaft m.b.H.,1,burgenland,508cc20b-c01b-42b8-8975-2dd3d971912f,Hauptstraße 41 7000 Eisenstadt,,,office@real2000.at,02682/663%2062-0,https://firmen.wko.at/real-2000-immobilienbeteiligungs-gesellschaft-mbh/burgenland/?firmaid=508cc20b-c01b-42b8-8975-2dd3d971912f&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter
real estate partner realitäten und immobilien consulting services gmbh,REAL ESTATE PARTNER Realitäten & Immobilien Consulting Services GmbH,REAL ESTATE PARTNER Realitäten & Immobilien Consulting Services GmbH,1,wien,3879f6ac-3226-40a8-a07b-0fb57c6c59cb,Mohsgasse 1/3.2 1030 Wien,,,info@real-estate-partner.biz,01/218%2037%2032%20,https://firmen.wko.at/real-estate-partner-realit%c3%a4ten-und-immobilien-consulting-services-gmbh/wien/?firmaid=3879f6ac-3226-40a8-a07b-0fb57c6c59cb&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
real immobilien e u,Real Immobilien e.U.,Real Immobilien e.U.,1,niederösterreich,0d5acef2-959e-48bd-8e65-bea90d1b0ae5,Schloßgasse 1B 2542 Kottingbrunn,,,,,https://firmen.wko.at/real-immobilien-eu/nieder%c3%b6sterreich/?firmaid=0d5acef2-959e-48bd-8e65-bea90d1b0ae5&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
real immobilien treuhand gmbh,Real Immobilien Treuhand GmbH,Real Immobilien Treuhand GmbH,1,niederösterreich,2daf00c2-7301-4041-86a1-4f74cf7aef68,Schloßgasse 1B 2542 Kottingbrunn,https://www.real-immobilien.at/,https://www.real-immobilien.at/,office@real-immobilien.at,+43%202252%2070%20700,https://firmen.wko.at/real-immobilien-treuhand-gmbh-immobilientreuhandgesellschaft/nieder%c3%b6sterreich/?firmaid=2daf00c2-7301-4041-86a1-4f74cf7aef68&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
real finanz gesellschaft m b h,Real-Finanz-Gesellschaft m.b.H.,Real-Finanz-Gesellschaft m.b.H.,1,salzburg,deab13de-5d4b-4871-ae1b-2db6ff5ac9a8,Scheiblgasse 6 5020 Salzburg,,,real-finanz@aon.at,0662/452222,https://firmen.wko.at/real-finanz-gesellschaft-mbh/salzburg/?firmaid=deab13de-5d4b-4871-ae1b-2db6ff5ac9a8&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
real treuhandverwaltungs gesellschaft m b h,Real-Treuhandverwaltungs - Gesellschaft m.b.H.,Real-Treuhandverwaltungs - Gesellschaft m.b.H.,1,wien,ceb1f63f-afc9-47ee-bbe1-3587f40b7f55,Börsegasse 12 1010 Wien,,,,01/533%2001%2002,https://firmen.wko.at/real-treuhandverwaltungs-gesellschaft-mbh/wien/?firmaid=ceb1f63f-afc9-47ee-bbe1-3587f40b7f55&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
