company_name,wko_rows,states,places,karriere_url,karriere_name,karriere_match_score,karriere_emp_min,karriere_emp_max,karriere_employee_evidence,karriere_jobs,karriere_location_hit
Immobilienkanzlei Dr. Weichselbaumer GmbH,1,wien,1080 Wien,https://www.karriere.at/f/weichselbaumer,Weichselbaumer GmbH,100.0,51,100,Anzahl der Mitarbeiter*innen 51 - 100,13,True
Immobilienkanzlei Klaus Hanousek GmbH,1,wien,1130 Wien,https://www.karriere.at/f/immobilienkanzlei-klaus-hanousek,Immobilienkanzlei Klaus Hanousek GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Immobilienkanzlei Mag. Wolf-Dietrich Schneeweiss e.U.,1,wien,1010 Wien,https://www.karriere.at/f/immobilienkanzlei-mag-wolf-dietrich-schneeweiss,Immobilienkanzlei Mag. Wolf-Dietrich Schneeweiss,100.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,10,True
Immobilienkanzlei Vrtala Gesellschaft m.b.H.,1,wien,1210 Wien,https://www.karriere.at/f/immobilienkanzlei-klaus-hanousek,Immobilienkanzlei Klaus Hanousek GmbH,69.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Immobilienmanagement Wondrak GmbH,1,wien,1010 Wien,https://www.karriere.at/f/immobilienmanagement-wondrak,Immobilienmanagement Wondrak GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Immobilienservice Diendorfer e.U.,1,wien,1220 Wien,https://www.karriere.at/f/p17-immobilienservice,P17 Immobilienservice GmbH,89.5,,,,0,True
Immobilientreuhand Baum GmbH,1,wien,1170 Wien,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Immobilientreuhand Kluger GmbH,1,wien,1040 Wien,https://www.karriere.at/f/immobilientreuhand-kluger,Immobilientreuhand Kluger GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Immobilienverwaltung Barilich GmbH,1,wien,1050 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Immobilienverwaltung Josef Novak,1,wien,1160 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Immobilienverwaltung Kleindienst & Rath GmbH,1,wien,1030 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Immobilienverwaltung Mag. Alois Rosenberger GmbH,1,wien,1090 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Immobilienverwaltung Mag. Christian Krenauer Ges.m.b.H.,1,wien,1060 Wien,https://www.karriere.at/f/immobilienverwaltung-mag-christian-krenauer,Immobilienverwaltung Mag. Christian Krenauer Ges.m.b.H.,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
"Immobilienverwaltung Margarete Kaps, Alleininhaber Stefan Sztatecsny e.U.",1,wien,1090 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
ImmoFlott KG,1,wien,1060 Wien,,,,,,,,
IMMOGARANT GEBÄUDEMANAGEMENT Gesellschaft m.b.H.,1,wien,1020 Wien,https://www.karriere.at/f/boe-geb%C3%A4udemanagement,BOE Gebäudemanagement Gesellschaft m.b.H.,94.7,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,True
ImmoOffice GmbH,1,wien,1010 Wien,,,,,,,,
IMMOSYS Immobilien GesmbH,1,wien,1100 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Immovision Immobilienverwaltung Ges.m.b.H.,1,wien,0676 535 53 53,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
ImmoW16 GmbH,1,wien,1010 Wien,https://www.karriere.at/f/immow16,ImmoW16 GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Ing. Andreas Alfred Wollein,1,wien,1130 Wien,https://www.karriere.at/f/realpartners-ing-andreas-wollein,Realpartners Ing. Andreas Wollein,84.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Ing. Mag. (FH) Markus Georg Alexander Maria Wanderer,1,wien,1100 Wien,https://www.karriere.at/f/auer-alexander,Auer Alexander,78.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Ing. Markus Bodzenta,1,wien,1190 Wien,,,,,,,,
Ing. Markus Lumbe,1,wien,1040 Wien,,,,,,,,
Ingeborg Fischer Immobilienverwaltung GmbH,1,wien,1070 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
InnerCity Immobilienmanagement GmbH,1,wien,1030 Wien,https://www.karriere.at/f/innercity-immobilienmanagement,InnerCity Immobilienmanagement GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
International Campus Austria GmbH,1,wien,1190 Wien,https://www.karriere.at/f/international-campus-austria,International Campus Austria GmbH,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,True
Invest Immobilien Vermittlungs- und Verwaltungs GesmbH.,1,wien,1010 Wien,https://www.karriere.at/f/ctp-invest-immobilien,CTP Invest Immobilien GmbH,89.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Irving Freund KG,1,wien,1020 Wien,,,,,,,,
Isabella Klee,1,wien,1090 Wien,,,,,,,,
ISG Immoservice GmbH,1,wien,1150 Wien,,,,,,,,
ista Österreich GmbH,1,wien,1030 Wien,https://www.karriere.at/f/ista-%C3%B6sterreich,ista Österreich GmbH,100.0,,,,2,True
ITHV Immobilienverwaltung GmbH,1,wien,1030 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,95.8,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
ITV-Realitäten Gesellschaft m.b.H.,1,wien,1090 Wien,https://www.karriere.at/f/woge-realit%C3%A4ten,Woge Realitäten Gesellschaft m.b.H.,93.5,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
IV Zoder GmbH,1,wien,1070 Wien,,,,,,,,
IVAM Immobilien Verwaltung & Asset Management GmbH,1,wien,1100 Wien,https://www.karriere.at/f/ig-immobilien-management,IG Immobilien Management GmbH,93.3,51,100,Anzahl der Mitarbeiter*innen 51 - 100,13,True
IWE Immobilien Wert Entwicklung GmbH,1,wien,1130 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
J. u. E. Wild Immobilientreuhänder GmbH,1,wien,1030 Wien,https://www.karriere.at/f/wild,Wild GmbH,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,44,True
Jacqueline Weißborn,2,wien,1010 Wien | 1210 Wien,,,,,,,,
JAJ Immobiliendienstleistungen OG & Co KG,1,wien,1010 Wien,,,,,,,,
Jakob Immobilienberatungs GmbH,1,wien,1030 Wien,,,,,,,,
Jennifer Zechmeister,1,wien,1070 Wien,,,,,,,,
Johann Buzanich Gesellschaft m.b.H.,1,wien,1010 Wien,https://www.karriere.at/f/johann-neum%C3%BCller-gesellschaft,Johann Neumüller Gesellschaft m.b.H.,84.7,101,500,Anzahl der Mitarbeiter*innen 101 - 500,59,True
"Jonas Maximilian Balleisen, MA",1,wien,1150 Wien,https://www.karriere.at/f/maximilian-wolf,Maximilian Wolf GmbH,80.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Jones Lang LaSalle GmbH,1,wien,1100 Wien,,,,,,,,
Josef Devich,1,wien,1140 Wien,,,,,,,,
Josef Rohr Gebäudeverwaltung GmbH,1,wien,1030 Wien,https://www.karriere.at/f/geb%C3%A4udeverwaltung-josef-rohr,Gebäudeverwaltung Josef Rohr GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
JSL Immobilien e.U.,1,wien,1010 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Jutta Tauber,1,wien,1020 Wien,,,,,,,,
Kager-Knapp Immobilien GmbH,1,wien,1030 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
KAPS Immobilientreuhand GmbH,1,wien,1090 Wien,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Karall Immobilien GmbH,1,wien,0043 1 602 19 97,https://www.karriere.at/f/k%C3%B6ll-immobilien,KÖLL Immobilien GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Karin Reitbauer,1,wien,1080 Wien,https://www.karriere.at/f/karin-leitm%C3%BCller,Karin Leitmüller KG,77.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Karl Johann Vielgrader,1,wien,1050 Wien,,,,,,,,
Karos Immobilientreuhand GmbH. & Co. KG,1,wien,1040 Wien,https://www.karriere.at/f/s-a-immobilientreuhand,S&A Immobilientreuhand GmbH,92.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Kaswurm Immobilien & Wohnbau GmbH,1,wien,1060 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
KEB Immobilienverwaltung GmbH,1,wien,1030 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
KGAL Asset Management Österreich GmbH,1,wien,1200 Wien,https://www.karriere.at/f/24-asset-management,24 Asset Management GmbH,91.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
KIBB Immobilien GmbH,1,wien,1020 Wien,https://www.karriere.at/f/kibb-immobilien,KIBB Immobilien GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
KIESLING & PARTNER KG,1,wien,1230 Wien,https://www.karriere.at/f/maj-partner,Maj & Partner KG,84.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,18,True
Kirnig Immobilien Consulting & Verwaltung e.U.,1,wien,0664 340 42 63,https://www.karriere.at/f/4m-immobilien-consulting-co,4M Immobilien&Consulting GmbH & CO KG,94.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
KLHB Immobilien e.U.,1,wien,1220 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
KLINGER Immobilien GmbH,1,wien,1060 Wien,https://www.karriere.at/f/erlinger-immobilien,Erlinger Immobilien GmbH,91.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Komm.Rat Prof. Hans P. Wertitsch Immobilien- und Vermögenstreuhand GmbH,1,wien,1040 Wien,https://www.karriere.at/f/komm-rat-prof-hans-p-wertitsch-immobilien-und-verm%C3%B6genstreuhand,Komm. Rat Prof. Hans P. Wertitsch Immobilien- und Ver­mö­gen­streu­hand GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,10,True
KR Prof. Alfons Herbert Adolf Maria Metzger,1,wien,1060 Wien,,,,,,,,
KR Walter Baumgartner Immobilien GmbH,1,wien,1030 Wien,https://www.karriere.at/f/walter,Walter GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,23,True
Krause Immobilien und IT GmbH,1,wien,1020 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Krauß & Co GmbH,1,wien,1010 Wien,,,,,,,,
KREFINA Immobilien GmbH,1,wien,1150 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Kren Immobilien G.m.b.H.,1,wien,1140 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
KRENAUER & SODOMA Immobilienverwaltung GmbH,1,wien,1060 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
KROCON Asset Management GmbH,1,wien,1010 Wien,https://www.karriere.at/f/krocon-assetmanagement,KROCON Asset Management GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Kronberger Immobilienverwaltung GmbH,1,wien,1020 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Kubu Immobilien e.U.,1,wien,1060 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
"Leander Kiridus, BSc, MA",1,wien,1160 Wien,,,,,,,,
Leitner Real Immobilientreuhand Gesellschaft m.b.H.,1,wien,1030 Wien,https://www.karriere.at/f/leitner,Leitner GmbH,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,16,True
LENIKUS Verwaltungs GmbH,1,wien,1010 Wien,https://www.karriere.at/f/lenikus-verwaltungs-gmbh,LENIKUS Verwaltungs GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
LH3S Asset Management GmbH,1,wien,1110 Wien,https://www.karriere.at/f/24-asset-management,24 Asset Management GmbH,91.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
LIM-MANAGEMENT GmbH,1,wien,1080 Wien,https://www.karriere.at/f/lim-management-gmbh,LIM-MANAGEMENT GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Lindner & Partner GmbH,1,wien,1150 Wien,https://www.karriere.at/f/lindner-partner,Lindner & Partner GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Lintner OG,1,wien,1170 Wien,https://www.karriere.at/f/lintner-ronald,Lintner Ronald,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,True
lius property gmbh,1,wien,1020 Wien,https://www.karriere.at/f/vestwerk-property-partners,Vestwerk Property Partners GmbH,76.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
LMN-Estate GmbH,1,wien,1030 Wien,https://www.karriere.at/f/wtc-real-estate,WTC Real Estate GmbH,75.0,,,,13,True
Lorenz Karall,1,wien,1100 Wien,https://www.karriere.at/f/lorenz-marc,Arch. DI Marc Lorenz,63.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
LP Verwaltung GmbH,1,wien,1150 Wien,https://www.karriere.at/f/zbd-verwaltung,ZBD Verwaltung GmbH & Co KG,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,True
LSE Liegenschaftsstrukturentwicklungs GmbH,1,wien,1020 Wien,,,,,,,,
"Ludwig Hallas, Immobilienverwaltung Gesellschaft m.b.H.",1,wien,1070 Wien,https://www.karriere.at/f/ludwig-hallas-immobilienverwaltung,"Ludwig Hallas, Immobilienverwaltung Gesellschaft m.b.H.",100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Luf & Co. Gesellschaft m.b.H.,1,wien,1020 Wien,,,,,,,,
Lugner City GmbH,1,wien,1150 Wien,https://www.karriere.at/f/mia-gelateria-lugner-city,Mia Gelateria Lugner City,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,True
"Lukas Ludwig Adami, MSc",1,wien,1180 Wien,,,,,,,,
Lumya Living AT GmbH,1,wien,1070 Wien,https://www.karriere.at/f/living-inn,LIVING INN GmbH,75.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,True
M F Immobilien Consulting GmbH,1,wien,1210 Wien,https://www.karriere.at/f/h-f-immobilien-projektentwicklungs-consulting,H - F Immobilien-Projektentwicklungs- Consulting Ges.m.b.H.,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Madela Immobilientreuhand GmbH,1,wien,1160 Wien,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mag. (FH) Alexander Edelhauser,1,wien,1060 Wien,https://www.karriere.at/f/auer-alexander,Auer Alexander,78.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mag. (FH) Jennifer Anna Müllner,1,wien,1170 Wien,,,,,,,,
Mag. (FH) Karin Ingrid Fommer-Aust,1,wien,1170 Wien,,,,,,,,
Mag. (FH) Markus Priwalow,1,wien,1180 Wien,https://www.karriere.at/f/mag-steffal-markus,"Mag. Markus Steffal, WP/StB",63.8,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Alexander Oliver Grainer,1,wien,1170 Wien,https://www.karriere.at/f/auer-alexander,Auer Alexander,78.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mag. Alexander Paleczek,1,wien,1050 Wien,https://www.karriere.at/f/immobilienverwaltung-mag-alexander-paleczek,Immobilienverwaltung Mag. Alexander Paleczek,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mag. Alexandra Richling,1,wien,1130 Wien,,,,,,,,
Mag. Aline Sophie Anna Ehrenfried,1,wien,1180 Wien,https://www.karriere.at/f/dr-ute-ehrenfried,Dr. Ute Ehrenfried,74.1,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Mag. Andreas Pommerening,1,wien,1090 Wien,https://www.karriere.at/f/andreas-auer,Andreas Auer GmbH,73.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,153,True
Mag. Angelika Filek,1,wien,1080 Wien,https://www.karriere.at/f/steuerberatung-mag-heinrich-angelika,Steuerberatung Mag Heinrich Angelika,80.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Angelika Sabine Mayer,1,wien,1030 Wien,https://www.karriere.at/f/steuerberatung-mag-heinrich-angelika,Steuerberatung Mag Heinrich Angelika,64.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Birgit Gabriele Wilhelm,1,wien,1180 Wien,https://www.karriere.at/f/mag-schlemaier-gabriele,Mag. Schlemaier Gabriele,68.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mag. Brigitta Claudia van Ommen,1,wien,1030 Wien,,,,,,,,
Mag. Corinna Margarete Gulder,1,wien,1100 Wien,,,,,,,,
Mag. Daniela und Harald Podobnig Immobilien Treuhand-Gesellschaft m.b.H.,1,wien,1140 Wien,https://www.karriere.at/f/%C3%B6bv-immobilien-gesellschaft,ÖBV - IMMOBILIEN Gesellschaft m.b.H.,93.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mag. Daniela Wachsmann,1,wien,1130 Wien,https://www.karriere.at/f/mag-iur-daniela-wachsmann,Immobilienverwaltung Mag. Daniela Wachsmann,100.0,,,,0,True
Mag. Dr. Claudia Houben,1,wien,1130 Wien,,,,,,,,
Mag. Dr. Felicitas Claudia Tuchmann,1,wien,1190 Wien,,,,,,,,
Mag. Dr. Johanna Arco,1,wien,1020 Wien,,,,,,,,
Mag. Dr. Kurt Denk,1,wien,1050 Wien,https://www.karriere.at/f/dr-denk-mag-ferdin-wirtschaftstreuhand-und-steuerberatung,Dr. Denk - Mag. Ferdin Wirtschaftstreuhand und Steuerberatung GmbH & Co KG,81.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Dr. Markus Johannes Singer,1,wien,1010 Wien,https://www.karriere.at/f/mag-johannes-riha,Mag. Johannes Riha e.U.,72.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,59,True
Mag. Dr. Stefan Malainer,1,wien,1010 Wien,https://www.karriere.at/f/stefan,Stefan GmbH & Co KG,75.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
Mag. Edgar Müller,1,wien,1020 Wien,https://www.karriere.at/f/%C3%B6ffentlicher-notar-mag-edgar-sch%C3%BCssler,Öffentlicher Notar Mag. Edgar Schüssler,72.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Elisabeth Dorschner,1,wien,1100 Wien,https://www.karriere.at/f/%C3%B6ffentliche-notarin-mag-elisabeth-redhammer-raab,NOTARIN RIED / Mag. Elisabeth Redhammer-Raab,72.2,,,,0,True
Mag. Elisabeth Hedwig Edtmayr,1,wien,1160 Wien,https://www.karriere.at/f/%C3%B6ffentliche-notarin-mag-elisabeth-redhammer-raab,NOTARIN RIED / Mag. Elisabeth Redhammer-Raab,63.4,,,,0,True
Mag. Elisabeth Kittl,1,wien,1200 Wien,https://www.karriere.at/f/%C3%B6ffentliche-notarin-mag-elisabeth-redhammer-raab,NOTARIN RIED / Mag. Elisabeth Redhammer-Raab,81.2,,,,0,True
Mag. Florian Strobl,1,wien,1140 Wien,https://www.karriere.at/f/notar-mag-florian-m%C3%BCller,Notar Mag. Florian Müller,75.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Fünder Hausverwaltungs GmbH,1,wien,1130 Wien,https://www.karriere.at/f/hv-24-hausverwaltungs-gmbh,HV 24 Hausverwaltungs GmbH,83.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mag. Gabriele Hubacek,1,wien,1080 Wien,https://www.karriere.at/f/mag-schlemaier-gabriele,Mag. Schlemaier Gabriele,75.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mag. Gabriele Richter,1,wien,1020 Wien,https://www.karriere.at/f/mag-schlemaier-gabriele,Mag. Schlemaier Gabriele,79.1,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mag. Gerhard Leopoldine Marousek,1,wien,1030 Wien,https://www.karriere.at/f/ing-mag-dr-gerhard-schafelner,Ing. Mag. Dr. Gerhard Schafelner,60.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Gregor Rozmyslowski,1,wien,1060 Wien,https://www.karriere.at/f/mag-gregor-glawischnig-rechtsanwalt,Mag. Gregor Glawischnig Rechtsanwalt,60.6,,,,47,True
Mag. Hemma Elisabeth Schmölz-Neuwirther,1,wien,1180 Wien,,,,,,,,
"Mag. Herwig Ringhofer, BA",1,wien,1020 Wien,,,,,,,,
Mag. Ilse Tötterström,1,wien,1030 Wien,,,,,,,,
Mag. Iris Schmatz,1,wien,1080 Wien,,,,,,,,
Mag. Klaus Baumgartner,1,wien,1130 Wien,https://www.karriere.at/f/raimund-baumgartner,Raimund Baumgartner GmbH,73.3,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Mag. Manfred Grob,1,wien,1120 Wien,https://www.karriere.at/f/m%C3%BChr-manfred-mag-wirtschaftstreuh%C3%A4nder-steuerberater,Mühr Manfred Mag Wirtschaftstreuhänder - Steuerberater GmbH,81.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Marie-Theres Scherbaum,1,wien,1130 Wien,,,,,,,,
Mag. Martin Oliva,1,wien,1210 Wien,https://www.karriere.at/f/notariatskanzlei-mag-martin-l%C3%BCftner,Notariatskanzlei Mag. Martin Lüftner,76.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Martin Weislein,1,wien,1120 Wien,https://www.karriere.at/f/martin-auer,MARTIN AUER GmbH,70.6,501,2500,Anzahl der Mitarbeiter*innen 501 - 2500,2,True
Mag. Monika Maria Aurelia Beneš,1,wien,1180 Wien,,,,,,,,
Mag. Pfeifer Immobilien GmbH,1,wien,0664 1050393,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Mag. phil. Michael Zechmeister,1,wien,1070 Wien,https://www.karriere.at/f/mag-michael-ofenb%C3%B6ck,Mag. Michael Ofenböck,71.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Rainer Plöb,1,wien,1020 Wien,https://www.karriere.at/f/summersberger-mag-rainer-u-walter-steuer-u-unternehmensberatungsgmbh,Summersberger Mag. Rainer u Walter Steuer- u UnternehmensberatungsgmbH,80.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Regina Hammerl,1,wien,1220 Wien,,,,,,,,
Mag. Renate Seidler,1,wien,1040 Wien,https://www.karriere.at/f/wirtschaftstreuhand-kanzlei-mag-marihart-kretzschmar-renate,Wirtschaftstreuhand-Kanzlei Mag. Marihart-Kretzschmar Renate,71.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. rer. soc. oec. Heinrich Pretscher,1,wien,1190 Wien,https://www.karriere.at/f/heinrich-kipp,HEINRICH KIPP GMBH,76.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,15,True
Mag. Thomas Engelits,1,wien,1020 Wien,https://www.karriere.at/f/mag-thomas-scholik,Kanzlei Mag. (FH) Thomas Scholik,69.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,14,True
Mag. Thomas Frey,1,wien,1230 Wien,https://www.karriere.at/f/steuerberatungskanzlei-mag-thomas-gr%C3%BCnkranz,Steuerberatungskanzlei Mag. Thomas Grünkranz,80.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Udo Weinberger Immobilien GmbH,1,wien,1090 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Magic Square Immobilien GmbH,1,wien,1010 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Maier&Ko Immobilienverwaltungs GmbH,1,wien,1150 Wien,https://www.karriere.at/f/maier,Maier GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,10,True
Malainer Immobilienverwaltungs GmbH,1,wien,1010 Wien,https://www.karriere.at/f/homebase-immobilienverwaltungs-gmbh,Homebase Immobilienverwaltungs GmbH,83.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Mantler Immobilien KG,1,wien,1010 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Marian Zupa,1,wien,1230 Wien,,,,,,,,
Martin Reicher,1,wien,1100 Wien,https://www.karriere.at/f/reform-martin,Reform Martin GmbH,74.1,101,500,Anzahl der Mitarbeiter*innen 101 - 500,59,True
Martinuzzi Gesellschaft m.b.H.,1,wien,1120 Wien,,,,,,,,
MARUS OG,1,wien,1190 Wien,,,,,,,,
Maschke & Bayerl Gesellschaft m.b.H.,1,wien,1080 Wien,,,,,,,,
MATERNA Immobilienmanagement GmbH,1,wien,1010 Wien,https://www.karriere.at/f/zum-immobilienmanagement,ZUM Immobilienmanagement GmbH,90.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Matthias Koffer GmbH,1,wien,1180 Wien,https://www.karriere.at/f/matthias-koffer,Matthias Koffer GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
MAUTNER MARKHOF Immobilienverwaltungsges.m.b.H.,1,wien,1090 Wien,https://www.karriere.at/f/mautner-markhof-feinkost,Mautner Markhof Feinkost GmbH,76.9,101,500,Anzahl der Mitarbeiter*innen 101 - 500,150,True
Meister & Pilgram HV GmbH,1,wien,1040 Wien,,,,,,,,
MERKURREAL GmbH & Co KG,1,wien,1060 Wien,https://www.karriere.at/f/merkurreal-gmbh-kg,MERKURREAL GmbH & Co KG,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Merstallinger & Wachsmann OG,1,wien,1190 Wien,,,,,,,,
