candidate_key,company_name,states,places,websites,wko_urls,search_hits,relevant_hits,max_employee_signal,max_relevant_employee_signal,strong_31plus_signals,strong_30_or_below_signals,evidence_1_score,evidence_1_source_score,evidence_1_url,evidence_1_title,evidence_1_snippet,evidence_1_employee_signals,evidence_2_score,evidence_2_source_score,evidence_2_url,evidence_2_title,evidence_2_snippet,evidence_2_employee_signals,evidence_3_score,evidence_3_source_score,evidence_3_url,evidence_3_title,evidence_3_snippet,evidence_3_employee_signals,evidence_4_score,evidence_4_source_score,evidence_4_url,evidence_4_title,evidence_4_snippet,evidence_4_employee_signals,evidence_5_score,evidence_5_source_score,evidence_5_url,evidence_5_title,evidence_5_snippet,evidence_5_employee_signals
sped_96530541730546,FML logistics GmbH,Oberösterreich,4060 Leonding,,https://firmen.wko.at/fml-logistics-gmbh/ober%c3%b6sterreich/?firmaid=574be572-8ec3-43c5-a973-ccb9b9cc6b93&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,7,7,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=83ab32e886f1688af36332833af496802fe50f8a43236b8235c288f161df9768JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=08688e8d-3f22-67a5-1896-994b3eaf66d7&u=a1aHR0cHM6Ly93d3cuZm15bGlmZS5jb20v&ntb=1,Your everyday life stories - FML,"Vor einem Tag · FML - FMyLife: Laugh life off by sharing your daily mishaps and embarrassments, because it’s good to share.",,65,25,https://www.bing.com/ck/a?!&&p=61dbab8ee1feb6b3f284376d94f95d8b4b3b60dbc2ea7f9922ed4715535b95d8JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=08688e8d-3f22-67a5-1896-994b3eaf66d7&u=a1aHR0cHM6Ly93d3cuYmFiYmVsLmNvbS9lbi9tYWdhemluZS93aGF0LWRvZXMtZm1sLW1lYW4&ntb=1,What Does FML Mean? Learn The Acronym And How To Use It,"10. Sep. 2025 · Learn the meaning of FML, its uses and where it comes from. We'll cover everything you need to know about this …",,65,25,https://www.bing.com/ck/a?!&&p=fe65d0c60b42322d9a74b54759c5ae8241abb1faf12dab02b3dd6f0caf2a6b86JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=08688e8d-3f22-67a5-1896-994b3eaf66d7&u=a1aHR0cHM6Ly9lbmdsaXNoYW4uY29tL3doYXQtZG9lcy1mbWwtbWVhbi8&ntb=1,"FML Meaning in Text: What It Means, Use Example Conversation","16. März 2026 · FML meaning in Texts: Understand what FML stands for, when to use it in texts, and see a short example …",,65,25,https://www.bing.com/ck/a?!&&p=09d1d42c9535ae41d4c9ac6d8904dfcee98d0b123625bfb4c7ab8bc847908c11JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=08688e8d-3f22-67a5-1896-994b3eaf66d7&u=a1aHR0cHM6Ly93d3cuaW5zdGFncmFtLmNvbS9mbWwv&ntb=1,FMyLife (@ fml ) • Instagram photos and videos,"226K Followers, 47 Following, 17K Posts - FMyLife (@fml) on Instagram: ""The official #FML Instagram profile. Check out our website …",,65,25,https://www.bing.com/ck/a?!&&p=953029cb506576ee8b278504af6c9e7ddee34361144f89dd128c7e91a538e23bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=08688e8d-3f22-67a5-1896-994b3eaf66d7&u=a1aHR0cHM6Ly93d3cueW91dHViZS5jb20vZm1sdmlkZW9ndXlz&ntb=1,FML - YouTube,"FML. Failure in Motion. Created by the FML Guys: Ben Giroux, Ray Chase, and Logan Burdick.",
sped_ffc68865606f8f,Gerald Johann Junger,Salzburg,5101 Bergheim,,https://firmen.wko.at/gerald-johann-junger/salzburg/?firmaid=815ceb05-1b74-4b21-b063-5d71f13153bb&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_bdb21f3793266c,Günter Michael Zistler,Kärnten,9063 Maria Saal,,https://firmen.wko.at/g%c3%bcnter-michael-zistler/k%c3%a4rnten/?firmaid=1c9725bd-feb1-4b22-a409-6e55be1fb815&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_30048af2e23f80,Heinrich Polanski,Oberösterreich,4040 Linz,,https://firmen.wko.at/heinrich-polanski/ober%c3%b6sterreich/?firmaid=1700b6c3-c38b-48c8-b741-596b91ae18c3&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_89d2abc0e47c8d,IBC Internationale Spedition GmbH,Oberösterreich,4052 Ansfelden,,https://firmen.wko.at/ibc-internationale-spedition-gmbh/ober%c3%b6sterreich/?firmaid=92425cf5-28f2-40d1-8018-2171519abaa0&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,7,6,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=7f2024d082de6ca0a1949d86c9059a46b788e0781ae6e756f74f56dd921de90bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=031ca41d-5b3f-6756-2307-b3db5a6266f8&u=a1aHR0cHM6Ly93d3cuaWJjLmNvbS8&ntb=1,IBC Bank,"IBC stands for International Bancshares Corporation, a testament to our commitment to providing top-notch international banking …",,65,25,https://www.bing.com/ck/a?!&&p=c8801fda339e61efa0e15e8cf065fbd710e0f0d48d3af3ded72e84d90cad2b10JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=031ca41d-5b3f-6756-2307-b3db5a6266f8&u=a1aHR0cHM6Ly9jb2Rlcy5pY2NzYWZlLm9yZy9jb250ZW50L0lCQzIwMjFQMQ&ntb=1,2021 International Building Code ( IBC ) - ICC Digital Codes,The use of intermodal shipping containers as buildings is now specifically addressed through provisions intended to supplement …,,65,25,https://www.bing.com/ck/a?!&&p=b0b4a9c4bfd4761cc5f21900feb6a161a4da5e0acd3a9911c09e6e335a242cd6JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=031ca41d-5b3f-6756-2307-b3db5a6266f8&u=a1aHR0cHM6Ly93d3cuaWJjLmNvbS9vbmxpbmUtYmFua2luZw&ntb=1,"Online Banking Center | Personal, Business and International ...","Use our IBC Bank Personal, Business, and International Online Banking to manage accounts, receive e-statements, transfer funds, …",,65,25,https://www.bing.com/ck/a?!&&p=a923d517d4527a3ab4436e3b8aecd5ff204a2a252cf326a189607d29f9f3929bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=031ca41d-5b3f-6756-2307-b3db5a6266f8&u=a1aHR0cHM6Ly93d3cuaWNjc2FmZS5vcmcvcHJvZHVjdHMtYW5kLXNlcnZpY2VzL2ktY29kZXMvaWJjLw&ntb=1,The International Building Code - ICC - iccsafe.org,The International Building Code (IBC) is the foundation of the complete Family of International Codes®. It is an essential tool to …,,65,25,https://www.bing.com/ck/a?!&&p=4f921784a1682dc81e128ada603a1e34efd6067c6423c025793fe92cb83670c3JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=031ca41d-5b3f-6756-2307-b3db5a6266f8&u=a1aHR0cHM6Ly9jb2Rlcy5pY2NzYWZlLm9yZy9jb250ZW50L0lCQzIwMjRWMi4wL2luZGV4&ntb=1,INDEX - 2024 INTERNATIONAL BUILDING CODE ( IBC ),The 2024 IBC® applies to all buildings except detached one- and two-family dwellings and townhouses up to three stories.,
sped_c3587f23282d23,InTime Spedition e.U.,Oberösterreich,4030 Linz,http://intime-spedition.at/,https://firmen.wko.at/intime-spedition-eu/ober%c3%b6sterreich/?firmaid=70b24a6b-48ce-4f22-a6ea-c3079a644b4d&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,8,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=6a103b7d2c1d8a2e8f778742ae1d434fe6a3d767f9b72f94a622635c7c4e49acJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=196914f6-3b01-66e1-25a2-03303a806797&u=a1aHR0cHM6Ly93d3cuaW4uZ292L2Rvci9vbmxpbmUtc2VydmljZXMvaW50aW1lLXRheC1jZW50ZXIv&ntb=1,DOR : INTIME - IN.gov,"INTIME: a customer portal for individuals, businesses and tax professionals",,65,25,https://www.bing.com/ck/a?!&&p=41888c87e8ae14db94ba83ff2f78c1d7f228078d0d1deaeb32878fe74439bac4JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=196914f6-3b01-66e1-25a2-03303a806797&u=a1aHR0cHM6Ly93d3cuaW50aW1lLmRvci5pbi5nb3YvZVNlcnZpY2VzLz9wPWNoZWNrK3NhZmUrbG9naW4mcT1jaGVjaytzYWZlK2xvZ2luJkNoZWNrPTE&ntb=1,Indiana Taxpayer Information Management Engine - intime .dor.in.gov,Your browser appears to have cookies disabled. Cookies are required to use this site.,,65,25,https://www.bing.com/ck/a?!&&p=f83350ddd3a6c7b530be51be01523bbf5484ba98db53c662f816c0c74141bb42JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=196914f6-3b01-66e1-25a2-03303a806797&u=a1aHR0cHM6Ly9zZWN1cmUuaW90LmluLmdvdi9kb3Iv&ntb=1,DOR : Indiana Department of Revenue,"Welcome to the Indiana Department of Revenue. Pay your income tax bill quickly and easily using INTIME, DOR's e-services portal.",,65,25,https://www.bing.com/ck/a?!&&p=61b7262566f76e5e9d150a736c6b93bff0d1445e735ea680d38d516c4db9371fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=196914f6-3b01-66e1-25a2-03303a806797&u=a1aHR0cHM6Ly9pbnRpbWUuY29tL3NjaGVkdWxpbmctb3ZlcnZpZXcv&ntb=1,Public Safety Scheduling | InTime,"InTime Scheduling equips agencies with built-in intelligence, enabling schedulers to plan, schedule, deploy and respond to changes …",,65,25,https://www.bing.com/ck/a?!&&p=46196548585ad767b50dcdb7ba01e8093e12066b6713980c3245c6266c0abd29JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=196914f6-3b01-66e1-25a2-03303a806797&u=a1aHR0cHM6Ly9pbnRpbWUuY29tLw&ntb=1,"Scheduling Software Built for Police, Fire, & Corrections | InTime","InTime is designed to make scheduling and management easier for police, sheriff departments, fire, corrections and dispatch. We …",
sped_90545ab5fc5173,Josef Lex & Co.Internationale Speditionsund Lagerhausgesellschaft m.b.H.,Burgenland,7561 Heiligenkreuz im Lafnitztal,https://www.lexsped.at/,https://firmen.wko.at/josef-lex-und-cointernationale-speditionsund-lagerhausgesellschaft-mbh-josef-lex-und-co-internationale-speditions-und-lagerhaus-gmbh/burgenland/?firmaid=e90bca99-47cd-4691-8e50-5530d304654d&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_69ee7b9bbcd564,Komptech GmbH,Steiermark,8130 Frohnleiten,http://www.komptech.com/,https://firmen.wko.at/komptech-gmbh-komptech/steiermark/?firmaid=7f4c5066-3480-41a0-80bd-7e937651e676&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_a2f2fb333a7406,logistics4you GmbH,Wien,1190 Wien,,https://firmen.wko.at/logistics4you-gmbh/wien/?firmaid=e6ea8d1e-3914-47e0-b646-207b5e7214e2&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_6f62d3051b7549,Mag. Nicoletta Sara Visconti,Kärnten,9020 Klagenfurt am Wörthersee,,https://firmen.wko.at/mag-nicoletta-sara-visconti/k%c3%a4rnten/?firmaid=2e8204cf-15d6-4dcc-9dd5-eafdf18c6a92&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=spediteur,7,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_d17313fbb146fd,MCO Solutions e.U.,Tirol,6167 Neustift/Stubaital,,https://firmen.wko.at/mco-solutions-eu-mco-solutions/tirol/?firmaid=e9fa74fb-3279-4e23-b7b2-23749a1b42f0&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=spediteur,10,9,,,0,0,45,25,https://www.bing.com/ck/a?!&&p=53a62c80f22ea6a729b20e75a82cdf174598ec85c615fc216bcc7dfd4f3c3ff5JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f5c9aaa-625d-662d-3bfc-8d6c638067bc&u=a1aHR0cHM6Ly93d3cubWNvLXNlaXUub3JnLw&ntb=1,MCO – Michigan Corrections Organization,MCO is a tireless advocate for corrections and forensic officers and a partner in progress on issues that affect the entire corrections …,,45,25,https://www.bing.com/ck/a?!&&p=62be9f8305e7eb1af63ed946da16bd4db8fc278207d96e62cd3fed7339062cbbJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f5c9aaa-625d-662d-3bfc-8d6c638067bc&u=a1aHR0cHM6Ly9mbHltY28uY29tL2ZsaWdodHMv&ntb=1,Orlando International Airport ( MCO ),"Orlando International Airport (MCO) is the gateway to Central Florida, offering non-stop service to destinations across the globe. …",,45,25,https://www.bing.com/ck/a?!&&p=2702807418ae1d64bfaf18d6a909a90f255ff394e0cf19ae82a8ed9f1fd0ae6dJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f5c9aaa-625d-662d-3bfc-8d6c638067bc&u=a1aHR0cHM6Ly9mbHltY28uY29tL3Rlcm1pbmFsLW1hcHMv&ntb=1,Orlando International Airport ( MCO ) - Terminal Maps,Terminals maps to help you navigate through Orlando International Airport (MCO),,45,25,https://www.bing.com/ck/a?!&&p=eae01f4f88d5db344a915cde84b289482eac58ff0bab1fb56fc6c86407de095fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f5c9aaa-625d-662d-3bfc-8d6c638067bc&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvT3JsYW5kb19JbnRlcm5hdGlvbmFsX0FpcnBvcnQ&ntb=1,Orlando International Airport - Wikipedia,"Orlando International Airport (IATA: MCO, ICAO: KMCO, FAA LID: MCO)[5] is the primary international airport serving Orlando, …",,45,25,https://www.bing.com/ck/a?!&&p=aeafe794aa642c99b523d7b76180392b48dd75220bba554778c28005deb98e78JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f5c9aaa-625d-662d-3bfc-8d6c638067bc&u=a1aHR0cHM6Ly93d3cubWNvLXNlaXUub3JnL21jby1jb250cmFjdC8&ntb=1,MCO Contract – MCO,"4225 Okemos Rd. Okemos, MI 48864 517.485.3310",
sped_f18ebaee5e565e,most fresh log GmbH,Niederösterreich,3363 Neufurth,,https://firmen.wko.at/most-fresh-log-gmbh/nieder%c3%b6sterreich/?firmaid=05322e36-d877-4275-9f1f-9146be021458&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,7,1,,,0,0,51,25,https://www.bing.com/ck/a?!&&p=c4907a589f1a1b513877ec6dab870e05291feb8bf4065d15707771625038572cJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=38ea610f-7d9e-6b3e-0f1e-76c97c916a51&u=a1aHR0cHM6Ly93d3cubW9zdC5vcmcv&ntb=1,MOST - Milton J. Rubenstein Museum of Science & Technology ...,"We offer field trips for any type of group, so plan a fun day at the MOST with interactive science activities and exhibits, and …",,,,,,,,,,,,,,,,,,,,,,,,,
sped_b62b0c72f0771a,nox Austria GmbH,Oberösterreich; Wien,1110 Wien | 4551 Ried im Traunkreis,http://www.tntinnight.at/,https://firmen.wko.at/nox-austria-gmbh-nachtaktiv-f%c3%bcr-ihren-erfolg/wien/?firmaid=3cf7463a-86ca-43ef-8e21-3036a197a9ec&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur | https://firmen.wko.at/nox-austria-gmbh/ober%c3%b6sterreich/?firmaid=66ab2416-c380-4e8c-bd9b-ccfd5589c59b&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,10,,,0,0,45,25,https://www.bing.com/ck/a?!&&p=3782118608b69cc05c00e10651ef0378a5e914a1ee3a6b9ece7c1df44c741b7cJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2f4a4ea6-8319-62d3-2074-5960826e6332&u=a1aHR0cHM6Ly93d3cuYmlnbm94LmNvbS8&ntb=1,NoxPlayer - Fastest and Smoothest Android Emulator for PC & Mac,"12. Aug. 2024 · Play the most popular mobile games and run apps on PC with NoxPlayer, the best Android Emulator. Supports …",,45,25,https://www.bing.com/ck/a?!&&p=db15add3f3d2ff93990b083f094b7b200ae1468b7855136d98d6339b1288c719JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2f4a4ea6-8319-62d3-2074-5960826e6332&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvTk94&ntb=1,NOx - Wikipedia,"In atmospheric chemistry, NOx is shorthand for nitric oxide (NO) and nitrogen dioxide (NO2), the nitrogen oxides that are most …",,45,25,https://www.bing.com/ck/a?!&&p=4c2e251cbf89d7e118c7612f94dcbc8ec80b1485c4af364b8f5dbf71433ff37fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2f4a4ea6-8319-62d3-2074-5960826e6332&u=a1aHR0cHM6Ly93d3cuYmlnbm94LmNvbS96dC9nZW5lcmFsL2luZGV4Lmh0bWw&ntb=1,NoxPlayer Android Emulator| Play Android Games And Apps On PC,NoxPlayer is an outstanding Android emulator with fast speed and great compatibility. It enables you to run any of your favorite …,,45,25,https://www.bing.com/ck/a?!&&p=3212bdc42bc797e32a4f107e6058446f342284a207509a4e4a9cea35e80a38baJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2f4a4ea6-8319-62d3-2074-5960826e6332&u=a1aHR0cHM6Ly9ub3hwbGF5ZXIuZW4uc29mdG9uaWMuY29tLw&ntb=1,NoxPlayer - Download,21. Mai 2026 · NoxPlayer is a free utility tool that lets you run Android apps and games on your PC. It’s an emulator that comes with …,,45,25,https://www.bing.com/ck/a?!&&p=467ad2bc7f3940fd4f2b9592da844e9ac7d983b1bdebfd5b850e3259b036d023JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2f4a4ea6-8319-62d3-2074-5960826e6332&u=a1aHR0cHM6Ly9ub3hzcG9ydC5jb20vZW4&ntb=1,NOX . Makes you Improve. Padel and racket sports brand,"Padel tennis rackets, sportswear, bags, balls and accessories. Our obsession is to get the most out of yourself on the court.",
sped_48e70d76a7fae0,People and Logistics GmbH,Niederösterreich,1300 Wien-Flughafen,,https://firmen.wko.at/people-and-logistics-gmbh/nieder%c3%b6sterreich/?firmaid=d73882ec-8cc2-4994-9f33-0c0c5aaa96b5&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,10,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=5e255766a0c29d637ddac38c3c38cfdd62b3205b4606468addd80faf3b05dd4bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c12c941-35f5-69ca-0f29-de87347f6886&u=a1aHR0cHM6Ly9wZW9wbGUuY29tLw&ntb=1,"People .com | Celebrity News, Exclusives, Photos and Videos","Get the latest royals news and features from PEOPLE.com, including breaking news and style updates about Kate Middleton, …",,65,25,https://www.bing.com/ck/a?!&&p=c4d84f6750045ba8bed3be1de6f0716d342fd7f679e1a213acae5863f0cb0a9aJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c12c941-35f5-69ca-0f29-de87347f6886&u=a1aHR0cHM6Ly9wZW9wbGUuY29tL2NlbGVicml0eS8&ntb=1,Celebrity - People .com,"Get the latest celebrity news and features from PEOPLE.com, including exclusive interviews with stars and breaking news about …",,65,25,https://www.bing.com/ck/a?!&&p=08d04d13bc0b885b47d65a7b331c746ac5ab966f6c1acd6674a7dfc7890466dfJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c12c941-35f5-69ca-0f29-de87347f6886&u=a1aHR0cHM6Ly9wb2NrZXRtYWdzLmNvbS91cy9wZW9wbGUtbWFnYXppbmU&ntb=1,People Magazine Subscriptions and 07-09-2026 Issue - Pocketmags,Take a break from your every day and explore the lives of some of the world’s most intriguing people with People magazine and get …,,65,25,https://www.bing.com/ck/a?!&&p=622ce5d3ca726c9ef2015d7623b5fd6c26a8f03baafe9794ed32dd062ea2766dJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c12c941-35f5-69ca-0f29-de87347f6886&u=a1aHR0cHM6Ly93d3cucGVvcGxlLmluYy9icmFuZHMvZW50ZXJ0YWlubWVudC9wZW9wbGU&ntb=1,People,"PEOPLE defines celebrity, drives conversation and inspires action. We are your everyday escape, taking you inside the lives of the …",,65,25,https://www.bing.com/ck/a?!&&p=5a9e02d29257e9e2917ec41d150b5f3abab057579dbe6913e8b7903c23ae3c3cJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c12c941-35f5-69ca-0f29-de87347f6886&u=a1aHR0cHM6Ly9wZW9wbGUuY29tL2VudGVydGFpbm1lbnQv&ntb=1,Entertainment - People .com,"Get the latest entertainment news and features from PEOPLE.com, from the best in celebrity to updates on all your favorite TV …",
sped_2c9b5fbd097fd6,praktiva e.U.,Niederösterreich,3300 Amstetten,,https://firmen.wko.at/praktiva-eu/nieder%c3%b6sterreich/?firmaid=6a117a0c-f5d0-46e2-8b43-6e1e94b2294f&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,7,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_6697ccaa90ecdf,Reoffice GmbH,Wien,1220 Wien,,https://firmen.wko.at/reoffice-gmbh/wien/?firmaid=29a9ce06-5bbb-4cda-ac41-5f8b3dc84744&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_7af27b65d5baaf,SAEXINGER GesmbH,Niederösterreich; Wien,1230 Wien | 4482 Ennsdorf,,https://firmen.wko.at/saexinger-gesmbh/nieder%c3%b6sterreich/?firmaid=5d99fd4f-0c8f-4137-9662-328fdd3d3673&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur | https://firmen.wko.at/saexinger-gesmbh/wien/?firmaid=44729ea4-7e01-4670-89b4-e3325dfd6ae8&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_235fca53a0313f,si-trade GMBH,Niederösterreich,2542 Kottingbrunn,,https://firmen.wko.at/si-trade-gmbh/nieder%c3%b6sterreich/?firmaid=faa9a034-557e-4674-aaa7-3514af27314b&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,7,1,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=d49980659b3a1721b52cb0db108e53f464ae1b9549908747cede5911640c6776JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=278e73d6-10fc-6cda-09c5-6410112b6da5&u=a1aHR0cHM6Ly93d3cuc2kuY29tL3Nwb3J0cw&ntb=1,Sports - Sports Illustrated | SI .com,"25. Nov. 2025 · SI:AM | Mariners Kickstart MLB Trade Deadline Season With Josh Naylor Deal Dan Gartland | Jul 25, 2025",,,,,,,,,,,,,,,,,,,,,,,,,
sped_4968dffea91ada,Spedition Morosan e.U.,Niederösterreich,3100 St.Pölten,,https://firmen.wko.at/spedition-morosan-eu/nieder%c3%b6sterreich/?firmaid=26dae63d-f0ce-4e58-b222-ae65cce2c345&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_f8b81cdce074bc,Tailwind Intermodal GmbH,Steiermark,8402 Werndorf,,https://firmen.wko.at/tailwind-intermodal-gmbh/steiermark/?firmaid=63dbc5ee-926b-4f8f-8a10-26d345dcb2ff&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,10,,,0,0,45,25,https://www.bing.com/ck/a?!&&p=e94ee6a991ee1c4160f2f6898a0d47c4731082f334895729b1904060c79faf4bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c358481-80c5-69bb-3c85-934781ca68c6&u=a1aHR0cHM6Ly90YWlsd2luZGNzcy5jb20v&ntb=1,Tailwind CSS - Rapidly build modern websites without ever leaving …,"Tailwind is unapologetically modern, and takes advantage of all the latest and greatest CSS features to make the developer …",,45,25,https://www.bing.com/ck/a?!&&p=97692bf3550c18ea9b5b3dc537158b2b1ef2e7fb4fd3b85092fc0ddcfd076958JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c358481-80c5-69bb-3c85-934781ca68c6&u=a1aHR0cHM6Ly93d3cudGFpbHdpbmRhcHAuY29tLw&ntb=1,"Tailwind - Pinterest Growth Tool — Keyword Research, Pin Creator ...","Grow your Pinterest traffic with Tailwind. Find high-resonance keywords, auto-create Pins from your content, schedule at optimal …",,45,25,https://www.bing.com/ck/a?!&&p=0a20ba15e764d0b6a5856f5f68f70966f16367e4b95d72b5e36705b831b3a269JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c358481-80c5-69bb-3c85-934781ca68c6&u=a1aHR0cHM6Ly90YWlsd2luZGNzcy5jb20vZG9jcy9pbnN0YWxsYXRpb24&ntb=1,Installing Tailwind CSS with Vite - Tailwind CSS,"Tailwind CSS works by scanning all of your HTML files, JavaScript components, and any other templates for class names, …",,45,25,https://www.bing.com/ck/a?!&&p=c7bd27b1901f68faf24170f87e374ace811321af9c76c47c2588c5bcb54c28d8JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c358481-80c5-69bb-3c85-934781ca68c6&u=a1aHR0cHM6Ly90YWlsd2luZG51dHJpdGlvbi5jb20v&ntb=1,Tailwind Nutrition - Nutrition for Athletes,"For months, I devoured the science behind sports nutrition and experimented with powders in my makeshift kitchen lab. Then, after …",,45,25,https://www.bing.com/ck/a?!&&p=ee387e41b42d43b19de90dab1d04c2725f3d6f366d633bceefacaad000b68148JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1c358481-80c5-69bb-3c85-934781ca68c6&u=a1aHR0cHM6Ly92Mi50YWlsd2luZGNzcy5jb20vZG9jcw&ntb=1,Documentation - Tailwind CSS,Learn Tailwind the way that best matches your learning style. Learn how to get Tailwind set up in your project. Build something with …,
