candidate_key	company_name	states	places	websites	employee_keyword_hits	employee_number_hits	best_score	evidence
sped_c401c1bd869515	Michael Gajic	Steiermark	8401 Kalsdorf b.Graz		1	1	102	"[102] Michael (2026) - IMDb :: 24. Apr. 2026 · Michael chronicles the meteoric rise and complicated personal life of Michael Jackson, tracing his journey from a … :: https://www.bing.com/ck/a?!&&p=804433980388a7ab2c1cc053015d493c512f94a66758f511fb081e86b9fe312cJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=387c1c15-358f-6f36-39db-0bd334f16e65&u=a1aHR0cHM6Ly93d3cuaW1kYi5jb20vdGl0bGUvdHQxMTM3ODk0Ni8&ntb=1 || [62] Michael (2026 film) - Wikipedia :: Thriller breaks worldwide sales records while Michael delivers a groundbreaking performance of ""Billie Jean"" at Motown 25. In New … :: https://www.bing.com/ck/a?!&&p=de3b90db3b2009a6afe9de96bdfceff109c9d426e1c127a2d780ffa0b7b4d660JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=387c1c15-358f-6f36-39db-0bd334f16e65&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvTWljaGFlbF8oMjAyNl9maWxtKQ&ntb=1 || [62] Michael (2026) - Movie | Moviefone :: 24. Apr. 2026 · Director Antoine Fuqua’s new biopic ‘Michael’ is a sanitized look at the legendary performer’s career from joining The … :: https://www.bing.com/ck/a?!&&p=6562f5efe49c1d408b5e4ae76ca46d21ace15cb9c3986fc915cdde6199d12d7eJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=387c1c15-358f-6f36-39db-0bd334f16e65&u=a1aHR0cHM6Ly93d3cubW92aWVmb25lLmNvbS9tb3ZpZS9taWNoYWVsL0xmdDhEN2hlWjF2VXNHMWYzdkcxRTEvbWFpbi8&ntb=1"
sped_cf4513317ecee5	Christian Maier	Niederösterreich	2351 Wiener Neudorf		1	1	102	[102] What is a Christian ? | Christian Pure :: 13. Nov. 2025 · Being a Christian means having a personal relationship with Jesus Christ, centered on faith and trust in Him as … :: https://www.bing.com/ck/a?!&&p=75d3d0f9182aa9a0e5e3c550fe9edcd800e4fbbbafbdecfc65d60d91b06b1246JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=032483e6-7795-6b69-2859-9420768f6a78&u=a1aHR0cHM6Ly9jaHJpc3RpYW5wdXJlLmNvbS9sZWFybi93aGF0LWlzLWEtY2hyaXN0aWFuLw&ntb=1 || [62] Christianity - Wikipedia :: Christianity is an Abrahamic monotheistic religion based on the Bible and the teachings of Jesus. The Gospels state that Jesus is the … :: https://www.bing.com/ck/a?!&&p=f864e69b84f206c774ea8b47c0cd04ce7ce0d5caf7098e76406888ec6caab9d1JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=032483e6-7795-6b69-2859-9420768f6a78&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvQ2hyaXN0aWFuaXR5&ntb=1 || [62] Christians - Wikipedia :: A Christian (/ ˈkrɪstʃən, - tiən / ⓘ) is a person who follows or adheres to Christianity, a monotheistic Abrahamic religion based on the … :: https://www.bing.com/ck/a?!&&p=9676bb3a55d58a42720d130c047b9f6fd13eb9aa216cd224ed8fa882bbd590cfJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=032483e6-7795-6b69-2859-9420768f6a78&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvQ2hyaXN0aWFucw&ntb=1
sped_6da320657eeb2c	Adesso Rail GmbH	Wien	1220 Wien		1	1	102	[102] adesso Group :: The adesso Group, with over 11,500 employees and an annual turnover of about 1.47 billion euros in 2025, adesso Group is one of … :: https://www.bing.com/ck/a?!&&p=fec931843b746f188b8a35f5614ad4c4398c7c78ac2f99ca4b32f602feb939f7JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3c825573-c64c-6718-2c1e-42b5c70366e9&u=a1aHR0cHM6Ly93d3cuYWRlc3NvLWdyb3VwLmRlL2VuL2luZGV4LTMuanNw&ntb=1 || [62] Adesso ® | Ergonomic Keyboards, Office Accessories & Workspace … :: Discover Adesso’s innovative ergonomic keyboards, mice, and office accessories. Shop trusted workspace solutions designed for … :: https://www.bing.com/ck/a?!&&p=4e840589074b8010f1b4f450a644638e3ef46f5f8634dc2e9c4c2c995b4f54d4JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3c825573-c64c-6718-2c1e-42b5c70366e9&u=a1aHR0cHM6Ly9hZGVzc28uY29tLw&ntb=1 || [62] Home | Adesso :: Adesso Home offers modern lighting, stylish lamps, and contemporary home decor designed to elevate every space. Discover … :: https://www.bing.com/ck/a?!&&p=2d55eb91a467c86746bce47ebe00a0b4af7bac739d1c2410b7501e7c11729e22JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3c825573-c64c-6718-2c1e-42b5c70366e9&u=a1aHR0cHM6Ly9hZGVzc29ob21lLmNvbS8&ntb=1
sped_24a09d6bd61145	ANSETT RAIL GmbH	Wien	1090 Wien		1	1	102	[102] Ansett - Facebook :: 21. Okt. 2025 · “The Ansett Travel platform, which is now live, is designed as a hyper-personalised travel concierge that will offer … :: https://www.bing.com/ck/a?!&&p=921647f3289b46dbd458c75353a67ee2c4d71d134e5505823f4fb827ac3047b0JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=076645c5-cd17-6f92-27f3-5203cc076e92&u=a1aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL0Fuc2V0dFRyYXZlbC8&ntb=1 || [62] Ansett Aircraft Spares & Services - Facebook :: We are extremely proud to announce that we have a brand-new website. Customer experience is very important to us, and our new … :: https://www.bing.com/ck/a?!&&p=8ecf54e0acbd0b76dad7ef39f8e93a4f5f18edb9f69cb3a16d3e0178a5a4e1c3JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=076645c5-cd17-6f92-27f3-5203cc076e92&u=a1aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL3Byb2ZpbGUucGhwLz9pZD0xMDAwNjkyODE0MDQ3ODU&ntb=1 || [62] Ansett Australia | Chicago IL - Facebook :: 30. Juli 2025 · On 14 September 2001, Ansett Australia entered into administration. 16 years on, the Ansett name continues to bring … :: https://www.bing.com/ck/a?!&&p=6e13c64ecd46bef8e9d52ebdb0b9bd3b0826ccf7722b33ca71bfda83216a8a0fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=076645c5-cd17-6f92-27f3-5203cc076e92&u=a1aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL0Fuc2V0dEFOQS8&ntb=1
sped_9cac5e6b5f19a7	Trapp Spedition GmbH	Oberösterreich	5211 Lengau		2	0	112	[112] All Fragrances – Trapp Fragrances :: We’ve created Trapp Home Fragrances for every home, every mood, and every personality. Discover your favorites or try something … :: https://www.bing.com/ck/a?!&&p=3943ec43125ecc983727e86e1f5fea21e5fc7afff9dc6787148711d408553adeJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=17f4e842-02a7-6e2b-0da3-ff8403da6f6f&u=a1aHR0cHM6Ly90cmFwcGZyYWdyYW5jZXMuY29tL2NvbGxlY3Rpb25zL2FsbC1mcmFncmFuY2Vz&ntb=1 || [112] Trapp Technology – Redefining IT. :: Get an estimate of your SEIM costs We use cookies to enhance your browsing experience, serve personalized ads or content, and … :: https://www.bing.com/ck/a?!&&p=a5d164a9504551e7ab4799bdc92143baae9fcac79203c116461d14a2cfb9c5b2JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=17f4e842-02a7-6e2b-0da3-ff8403da6f6f&u=a1aHR0cHM6Ly90cmFwcHRlY2hub2xvZ3kuY29tLw&ntb=1 || [100] Austrian-Inspired Luxury Mountain Resort in Stowe, VT | von Trapp ... :: Choose the ultimate in mountain luxury when you book a stay at von Trapp Family Lodge & Resort, our resort in Stowe, Vermont, … :: https://www.bing.com/ck/a?!&&p=aaa1d3ebaa188f4ddd30a4ce38e379572352798fa622ecbbc867b3eaa081ec90JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=17f4e842-02a7-6e2b-0da3-ff8403da6f6f&u=a1aHR0cHM6Ly93d3cudm9udHJhcHByZXNvcnQuY29tLw&ntb=1
sped_4f629bb0661f85	tradelog GmbH	Niederösterreich	2301 Groß-Enzersdorf		2	0	112	[112] TradeLog :: We use cookies We use cookies to improve your experience, analyze usage, and personalize content. :: https://www.bing.com/ck/a?!&&p=37e7607ba02576f8012ba2d1cc5171dba5a4b9838ab4b1591727fda43a4ab2efJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=11af9cd8-bee3-6739-3628-8b1ebf6866b4&u=a1aHR0cHM6Ly93d3cudHJhZGVsb2cucHJvLw&ntb=1 || [112] Log in to Your Personalized Tradelog Account & Trading Journal | Tradelog :: Access your trading journal, view your performance analytics, and log new trades. Securely log in to your Tradelog account to stay … :: https://www.bing.com/ck/a?!&&p=7bed105ec6d97a9435d7569419ad8f9b140bd282b3153e1cd235b88754734ddcJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=11af9cd8-bee3-6739-3628-8b1ebf6866b4&u=a1aHR0cHM6Ly90cmFkZWxvZy5pbi9sb2dpbg&ntb=1 || [90] TradeLog | Take Control Of Trader Taxes :: Download and start using TradeLog for your accounts. TradeLog runs on your PC, keeping your data secure wherever you store … :: https://www.bing.com/ck/a?!&&p=7612e0e4fb66655e4122b92c1202dbddff023b5cb3c5392767e09bdd5f7125adJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=11af9cd8-bee3-6739-3628-8b1ebf6866b4&u=a1aHR0cHM6Ly90cmFkZWxvZy5jb20v&ntb=1
sped_c7759600a73518	Amazon Transport Austria GmbH	Kärnten; Niederösterreich; Steiermark; Wien	1110 Wien | 1230 Wien | 2203 Großebersdorf | 8141 Premstätten | 9020 Klagenfurt/Wörthersee		2	0	112	[112] Amazon .com :: Manage your Amazon account settings, orders, payments, and preferences for a personalized shopping experience. :: https://www.bing.com/ck/a?!&&p=ae4260ec3951cd145f4603df124a5a77e354deccb27742ec2e61291ddf0695b1JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0a0f6a72-b23f-67b0-0b19-7db4b37c6686&u=a1aHR0cHM6Ly93d3cuYW1hem9uLmNvbS95b3VyLWFjY291bnQ&ntb=1 || [112] Amazon Sign-In :: Sign in to your Amazon account to access personalized features, manage orders, and enjoy seamless shopping experience. :: https://www.bing.com/ck/a?!&&p=211f5d81e0e03e6b819646a915d37397a9b395cf0b2b9f9ec408ba9f73cde32eJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0a0f6a72-b23f-67b0-0b19-7db4b37c6686&u=a1aHR0cHM6Ly9hbWMuYW1hem9uLmNvbS8&ntb=1 || [90] Amazon .com. Spend less. Smile more. :: Free shipping on millions of items. Get the best of Shopping and Entertainment with Prime. Enjoy low prices and great deals on the … :: https://www.bing.com/ck/a?!&&p=a9c75a6f6d4721b6012d87f07a2dc47e86b3724ab38c00238159f2c8c550c9f1JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0a0f6a72-b23f-67b0-0b19-7db4b37c6686&u=a1aHR0cHM6Ly93d3cuYW1hem9uLmNvbS8&ntb=1
sped_6eee3c63704669	PEX-Logistics International GmbH	Oberösterreich	4063 Hörsching	http://www.pex-logistics.com/	2	0	112	[112] Welcome to PEX | Simplify your employee spending :: What is PEX? PEX is an all-in-one corporate card and expense management platform that helps growing businesses automate … :: https://www.bing.com/ck/a?!&&p=cfdc1f69ece08d362b45fae4978a0110015f076a37531b3a2bb351684e070128JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0918231e-89c2-6ff8-1ec4-34d888986eb8&u=a1aHR0cHM6Ly93d3cucGV4Y2FyZC5jb20v&ntb=1 || [112] PEX - Login :: “PEX offers us the ability to restrict company-wide spending to specific areas of purchases. This allows our employees to feel they … :: https://www.bing.com/ck/a?!&&p=f86bfc90c4122ce70e655d058fba7bc92e657f3a8108d74fe894fbf4d9e9cecaJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0918231e-89c2-6ff8-1ec4-34d888986eb8&u=a1aHR0cHM6Ly9zdGFydC5wZXhjYXJkLmNvbS9sb2dpbg&ntb=1 || [90] Welcome to PEX - Login :: The PEX Visa® Prepaid Card and the PEX Disburse Visa Prepaid Card are issued by Fifth Third Bank, N.A., Member FDIC, or The … :: https://www.bing.com/ck/a?!&&p=8ed7526df202c06fa1d675123acaa47190657d51c19b1c095b42f0efc378b7f3JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0918231e-89c2-6ff8-1ec4-34d888986eb8&u=a1aHR0cHM6Ly9kYXNoYm9hcmQucGV4Y2FyZC5jb20vbG9naW4&ntb=1
sped_c3727c1ef3f7f1	ZENIT Spedition GmbH & Co KG	Salzburg	5161 Elixhausen	http://www.zenit-spedition.at/	1	0	112	"[112] Church and World Archives - ZENIT - English :: These fraudulent posts offer supposed slots to receive a blessing from Pope Leo XIV, as well as photographs, personal meetings, or … :: https://www.bing.com/ck/a?!&&p=07175e2216102310724b670ee75e3aebcc5b4646551f7c9a40f49cf5c4649a8fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=20295d21-0cef-6bbd-023f-4ae70d436a10&u=a1aHR0cHM6Ly96ZW5pdC5vcmcvY2F0ZWdvcnkvY2h1cmNoLWFuZC13b3JsZC8&ntb=1 || [90] ZENIT - English - The World Seen From Rome :: The World Seen From Rome Latest news Peruvian Bishops Warn of Scams Using Pope Leo XIV’s Name and Image Weeks Before … :: https://www.bing.com/ck/a?!&&p=64f2661a0b4f6ea8ed0b11f32c0e8045c59feba26f444a22d7f409e14ef99059JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=20295d21-0cef-6bbd-023f-4ae70d436a10&u=a1aHR0cHM6Ly96ZW5pdC5vcmcv&ntb=1 || [90] FC Zenit Saint Petersburg - Wikipedia :: Football Club Zenit (Russian: Футбольный клуб «Зенит», romanized: Futbolny klub ""Zenit"", pronounced [fʊdˈbolʲnɨj ˈklub zʲɪˈnʲit]), … :: https://www.bing.com/ck/a?!&&p=4045a50af76eacf3b01296ce0c2ca84640aa527e9a62989b65cfcb535b8e2024JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=20295d21-0cef-6bbd-023f-4ae70d436a10&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9GQ19aZW5pdF9TYWludF9QZXRlcnNidXJn&ntb=1"
sped_c1f0a54dbe91db	ITG Austria GmbH	Oberösterreich	4974 Reichersberg		1	0	112	[112] Official Website – ITG Brands, LLC :: At ITG Brands we foster a belief that diversity and inclusion is paramount to how our employees feel empowered, invested and cared … :: https://www.bing.com/ck/a?!&&p=e8911dabbb814ca28643f3dccf5ba9dc8960148fac19d1f7eeecc28dfeefb0f8JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f4776d8-140a-645c-09c8-611e15d765af&u=a1aHR0cHM6Ly93d3cuaXRnYnJhbmRzLmNvbS9ob21lcGFnZS8&ntb=1 || [90] ITG Communications | We Started as Techs :: Built on real field experience, ITG delivers end-to-end digital infrastructure services through a technology-enabled platform that drives … :: https://www.bing.com/ck/a?!&&p=7c710932856666d99c84756ecb4808e46a4a1ec9c559db2c034ab42080d7868bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f4776d8-140a-645c-09c8-611e15d765af&u=a1aHR0cHM6Ly93d3cuaXRnY29tbS5jb20v&ntb=1 || [90] ITG Brands Connect :: By combining our industry expertise with an extensive portfolio of superb cigarette, cigar and e-cigarette brands, we've formed the … :: https://www.bing.com/ck/a?!&&p=6f8db59e2c7d5e48a7f56a70c075a8b548d85f6e4c96a72507c4a39cae0d245aJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f4776d8-140a-645c-09c8-611e15d765af&u=a1aHR0cHM6Ly9jb25uZWN0Lml0Z2JyYW5kcy5jb20v&ntb=1
sped_3e5b7cb26d22a6	Orion Logistics GmbH	Wien	1080 Wien		1	0	112	[112] Orion Financial | Banking Services | Orion Financial :: Orion Financial's banking services in Memphis & the Mid-South include savings and checking, home, auto, and personal loans, and … :: https://www.bing.com/ck/a?!&&p=bcee806cea432c285b842a91aba99a6185e8671960b9b5f42fac6ec9083ce63cJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=128086b4-8110-63e1-0ee2-917280936260&u=a1aHR0cHM6Ly9vcmlvbmZjdS5jb20v&ntb=1 || [90] Orion (constellation ) - Wikipedia :: Orion is a prominent set of stars visible during winter in the northern celestial hemisphere. It is one of the 88 modern constellations; it … :: https://www.bing.com/ck/a?!&&p=dd081611eb096826bf56e0752a372794b858e1a61a7781d54904160f022256dfJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=128086b4-8110-63e1-0ee2-917280936260&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvT3Jpb25fKGNvbnN0ZWxsYXRpb24p&ntb=1 || [90] Login - Orion :: Welcome! Please select which system you would like to login to from the options below. :: https://www.bing.com/ck/a?!&&p=d63ef5c85ebac8bc187db89e4ff3dd27666bd88f04e496c8d2befa99bb181caeJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=128086b4-8110-63e1-0ee2-917280936260&u=a1aHR0cHM6Ly9vcmlvbi5jb20vbG9naW4&ntb=1
sped_7c065e53b21695	clever logistics GmbH	Niederösterreich	3263 Randegg	http://www.cleverlogistics.at/	1	0	112	[112] Families – Clever :: Connecting your child to online programs is easier with Clever. With their own personal portals, your child can find the digital … :: https://www.bing.com/ck/a?!&&p=42f8e9a5e15703602100e5ad10153eddcb42172508bd955c95243f3ffb832ca9JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=267631d6-72dc-6550-08d2-2610735064b3&u=a1aHR0cHM6Ly93d3cuY2xldmVyLmNvbS9mYW1pbGllcw&ntb=1 || [90] Clever :: Clever’s identity platform, uniquely designed for education, allows schools and applications to secure all identities, control your data, … :: https://www.bing.com/ck/a?!&&p=834c469a3dda879f7d425829537dbc5ab83360392595bc6c9c2cb240167cf952JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=267631d6-72dc-6550-08d2-2610735064b3&u=a1aHR0cHM6Ly93d3cuY2xldmVyLmNvbS8&ntb=1 || [90] Log in with Clever :: Log in with Clever Badge :: https://www.bing.com/ck/a?!&&p=fe2089330c4e22670783d78e2dc7df19f65f451f32761de45e9ddaf48b2e8ea7JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=267631d6-72dc-6550-08d2-2610735064b3&u=a1aHR0cHM6Ly9jbGV2ZXIuY29tL2xvZ2lu&ntb=1
sped_1e0470e283fcc0	Logix GmbH	Tirol	6330 Kufstein		1	0	112	[112] Professional Pain Relief & Wellness Services in Abilene, TX — Body Logix :: Professional wellness solutions for pain, tension, and imbalance at Body Logix. Find lasting relief through personalized sessions … :: https://www.bing.com/ck/a?!&&p=44bfb6451afb643c4bd834e3f7cb06d41c03e3a08a81e5e0dff51eb026ae762fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=14579e7b-0b2b-6fb7-2e0e-89bd0afc6e9e&u=a1aHR0cHM6Ly93d3cuYm9keWxvZ2l4Lm9yZy9zZXJ2aWNlcy1hbmQtc29sdXRpb25z&ntb=1 || [90] Credit Union Loans & Savings Accounts | Logix Smarter Banking :: Logix Federal Credit Union provides smarter banking solutions. Enjoy low-rate loans, checking, high-yield savings, and retirement … :: https://www.bing.com/ck/a?!&&p=0da7bf19d43c4e02234541dfec676a379e4fd93a671793753a038deeda6051caJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=14579e7b-0b2b-6fb7-2e0e-89bd0afc6e9e&u=a1aHR0cHM6Ly93d3cubG9naXhiYW5raW5nLmNvbS8&ntb=1 || [90] Online Banking | Logix Smarter Banking :: Managing your accounts and staying on top of bills doesn't have to be overwhelming. Explore the ways you can navigate your … :: https://www.bing.com/ck/a?!&&p=d6d85f6995b49ab3a4370b4946313845f757a3a9b34a99e8641f98b6b09a81faJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=14579e7b-0b2b-6fb7-2e0e-89bd0afc6e9e&u=a1aHR0cHM6Ly93d3cubG9naXhiYW5raW5nLmNvbS9iYW5raW5nL2RpZ2l0YWwtdG9vbHMvb25saW5lLWJhbmtpbmc&ntb=1
sped_021747ae89193f	BTG Spedition und Logistik GmbH	Niederösterreich	2362 Biedermannsdorf	http://www.btg.at/	1	0	112	[112] Login - BTG :: BTG collects your personal data to deliver the services you have requested such as technical documentation on BTG products. It … :: https://www.bing.com/ck/a?!&&p=4e4e508d3ff7eee5b23bf233f2921be3a341ad65e435a1c5367c1b85ac521a77JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=266350ac-be96-6205-1281-476abf3163d9&u=a1aHR0cHM6Ly93d3cuYnRnLmNvbS9sb2dpbi8&ntb=1 || [90] Blue Television Games - YouTube :: BTG REACTS - Blue Television Games reaction videos Play all A new series were Blue Television Games reacts to funny Super … :: https://www.bing.com/ck/a?!&&p=9d33a9d98d906d9113cf4f1ba4aa75ab283744b26c0cd25f869fec7f8c342594JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=266350ac-be96-6205-1281-476abf3163d9&u=a1aHR0cHM6Ly93d3cueW91dHViZS5jb20vY2hhbm5lbC9VQ3c1WWtXajBUZmpaclFFZ0c4dTlKalE&ntb=1 || [90] B2Gold Corp. ( BTG ) Stock Price, News, Quote & History - Yahoo Finance :: Find the latest B2Gold Corp. (BTG) stock quote, history, news and other vital information to help you with your stock trading and … :: https://www.bing.com/ck/a?!&&p=c0b8f61c2781e43ed6c31de07d411810f69ce8bc18b6818b8cf757b7a83acda0JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=266350ac-be96-6205-1281-476abf3163d9&u=a1aHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9xdW90ZS9CVEcv&ntb=1
sped_4512cf5398131b	Termin Logistics MA GmbH	Steiermark	8431 Gralla		1	0	112	[112] Termin :: Train with smart flashcards, personalized quizzes, advanced tests, and scheduled review cycles. High-frequency vocabulary to … :: https://www.bing.com/ck/a?!&&p=cb4f51caf8042e84d9987bbf23e83327431574fe0d3a3850b4a0f3638c5c2507JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=033e24cc-e39b-609a-2eac-330ae2bc61f4&u=a1aHR0cHM6Ly90ZXJtaW4ud29ybGQv&ntb=1 || [90] Termin - Translation in English - Langenscheidt dictionary ... :: Translation for 'Termin' using the free German-English dictionary by LANGENSCHEIDT -– with examples, synonyms and pronunciation. :: https://www.bing.com/ck/a?!&&p=5c93b8feaf71e60ecfa252ccc6e73551b7457154fc9e2b6a872d413fdb1906fdJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=033e24cc-e39b-609a-2eac-330ae2bc61f4&u=a1aHR0cHM6Ly9lbi5sYW5nZW5zY2hlaWR0LmNvbS9nZXJtYW4tZW5nbGlzaC90ZXJtaW4&ntb=1 || [90] Termin | translate German to English - Cambridge Dictionary :: Termin translate: deadline, date, appointment, deadline. Learn more in the Cambridge German-English Dictionary. :: https://www.bing.com/ck/a?!&&p=eb20c9414b37b48d93df9f33ae4267ab979394eed2c0f4f2c91d88311aef1924JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=033e24cc-e39b-609a-2eac-330ae2bc61f4&u=a1aHR0cHM6Ly9kaWN0aW9uYXJ5LmNhbWJyaWRnZS5vcmcvZGljdGlvbmFyeS9nZXJtYW4tZW5nbGlzaC90ZXJtaW4&ntb=1
sped_4dd7ba0ae3c392	dfa Spedition GmbH	Steiermark	8143 Dobl-Zwaring	http://www.dfa.at/	1	0	112	[112] Dairy Farmers of America Careers | Discover Endless Career … :: We know every employee brings something new to DFA which strengthens our success today and our innovation into the future. … :: https://www.bing.com/ck/a?!&&p=2bad8a0648f283e73fcf87739dbddeb1db831513accb4d7ca526894d32f26bc9JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=17808b50-aa30-62f1-29a8-9c96ab86636b&u=a1aHR0cHM6Ly9jYXJlZXJzLmRmYW1pbGsuY29tLw&ntb=1 || [90] DFA Milk :: A farmer-owned dairy cooperative and global leader in manufacturing high-quality dairy products for communities worldwide. … :: https://www.bing.com/ck/a?!&&p=6b4787ee20a872773d60e00954c18a36355bd15e9f4b3c1b8c7dbc7651d94aeeJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=17808b50-aa30-62f1-29a8-9c96ab86636b&u=a1aHR0cHM6Ly93d3cuZGZhbWlsay5jb20v&ntb=1 || [90] Schedule an Appointment :: Welcome to the DFA Online Passport Appointment System. Review all fields in the online form carefully and provide complete and … :: https://www.bing.com/ck/a?!&&p=d4fd64821aba9d1b965aa8f600aff1ba88322dbf57d42c829c3567f4390e92f3JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=17808b50-aa30-62f1-29a8-9c96ab86636b&u=a1aHR0cHM6Ly9wYXNzcG9ydC5nb3YucGgvYXBwb2ludG1lbnQ&ntb=1
sped_89d2abc0e47c8d	IBC Internationale Spedition GmbH	Oberösterreich	4052 Ansfelden		1	0	112	[112] Online Banking Center | Personal, Business and International ... :: Use our IBC Bank Personal, Business, and International Online Banking to manage accounts, receive e-statements, transfer funds, … :: https://www.bing.com/ck/a?!&&p=b0b4a9c4bfd4761cc5f21900feb6a161a4da5e0acd3a9911c09e6e335a242cd6JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=031ca41d-5b3f-6756-2307-b3db5a6266f8&u=a1aHR0cHM6Ly93d3cuaWJjLmNvbS9vbmxpbmUtYmFua2luZw&ntb=1 || [90] IBC Bank :: IBC stands for International Bancshares Corporation, a testament to our commitment to providing top-notch international banking … :: https://www.bing.com/ck/a?!&&p=7f2024d082de6ca0a1949d86c9059a46b788e0781ae6e756f74f56dd921de90bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=031ca41d-5b3f-6756-2307-b3db5a6266f8&u=a1aHR0cHM6Ly93d3cuaWJjLmNvbS8&ntb=1 || [90] 2021 International Building Code ( IBC ) - ICC Digital Codes :: The use of intermodal shipping containers as buildings is now specifically addressed through provisions intended to supplement … :: https://www.bing.com/ck/a?!&&p=c8801fda339e61efa0e15e8cf065fbd710e0f0d48d3af3ded72e84d90cad2b10JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=031ca41d-5b3f-6756-2307-b3db5a6266f8&u=a1aHR0cHM6Ly9jb2Rlcy5pY2NzYWZlLm9yZy9jb250ZW50L0lCQzIwMjFQMQ&ntb=1
